Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
NIC1354	UNKNOWN		UNKNOWN	56255915	55564884	12646590	11.6431	54778675	1222664	38911	13070	9938	8242	7837	7161	7189	7309	7324	6318	5720	5151	5645	6210	6830	5092527	4182629	3163009	2306750	1693760	1002639	699428	441070	283271	196596	
NIC1355	UNKNOWN		UNKNOWN	32929030	32455596	4969226	10.4487	32111598	695031	21393	7291	5526	4335	4154	3874	3694	3405	3505	3108	2995	2924	3389	3585	3892	2882450	2375064	1801820	1324050	995139	597164	429045	278243	181069	128321	
NIC1359	UNKNOWN		UNKNOWN	63491151	63199586	12205200	12.1286	61707403	1432662	45341	15560	11810	10641	10336	9065	9188	9307	10177	8842	7949	7738	8224	8989	10110	6338487	5278589	4074497	3001492	2211198	1364338	919140	571748	375594	288886	
NIC1363	UNKNOWN		UNKNOWN	61568217	60962127	10212582	11.4893	59898236	1404841	41895	14615	11089	9500	8722	8176	8807	8954	11431	8128	5970	5463	5750	6246	6726	5980914	4890757	3722482	2714672	1961829	1225443	828604	515582	331467	233354	
NIC1372	UNKNOWN		UNKNOWN	101196204	99327298	17172340	10.3253	98492050	2280874	67810	23266	17473	15011	14285	12953	13163	13376	15134	11749	9622	8937	9642	10533	11292	9651338	7954621	6105993	4498606	3345454	2111499	1485790	954721	619580	427979	
NIC1376	UNKNOWN		UNKNOWN	48510977	47879250	10551065	11.3882	47200855	1099951	33537	11225	8385	6982	6438	5569	5886	5990	7107	5277	4185	3673	3760	3979	4137	4238095	3393076	2531413	1812558	1309025	797656	545551	339518	215303	145024	
NIC1378	UNKNOWN		UNKNOWN	34077733	33618963	5012659	9.74212	33232605	726950	22268	7716	5486	4737	4285	3910	3857	3545	3739	3006	2983	2828	3065	3544	3724	3051814	2525506	1922604	1410079	1063498	635853	460011	298398	192125	128823	
NIC1381	UNKNOWN		UNKNOWN	39872979	39473197	4706303	12.365	38754808	943148	30172	10666	8167	6837	6332	5853	5976	6040	6977	5617	4641	4092	4160	4166	4284	3879049	3133534	2375888	1724981	1234315	793751	523160	323647	209109	150579	
NIC1382	UNKNOWN		UNKNOWN	76588557	75968327	13233067	11.0815	74539149	1729195	53242	18090	13658	11722	10983	10489	10769	11057	13917	9553	6596	6278	6763	7319	8023	7391582	6071184	4624171	3378302	2456573	1508148	1018710	630951	403527	286377	
NIC1383	UNKNOWN		UNKNOWN	57550880	56641864	10151412	11.7427	55961352	1318231	41146	13483	10386	9357	9081	7962	8558	8345	10355	7695	6033	5572	6115	6705	7226	5531036	4554062	3488344	2565873	1884643	1189118	822313	524713	347257	249623	
NIC1384	UNKNOWN		UNKNOWN	73146415	72635328	9554585	14.2846	71048372	1726564	54593	18456	14676	12786	12530	11458	11680	11440	12343	11503	10538	9839	9992	10531	10668	7171102	5784236	4388359	3173562	2267459	1459803	949456	581534	384600	289018	
NIC1386	UNKNOWN		UNKNOWN	59242150	58489846	11093378	12.4235	57596168	1346619	41447	14479	11033	9612	9515	8527	8718	8827	9755	8479	7348	6914	7656	8190	9006	5775371	4777223	3676948	2723544	2011205	1239095	839614	513903	334909	244479	
NIC1387	UNKNOWN		UNKNOWN	35160815	34768172	5496425	8.75	34249222	794516	26472	9097	6307	5160	4276	4040	4024	3610	3428	3128	2742	2355	2424	2528	2720	3128660	2572592	1965317	1446097	1076745	638149	439540	273398	172657	122897	
NIC1389	UNKNOWN		UNKNOWN	36019262	35505337	2557620	12.0286	35153044	711800	24202	8834	6803	6163	6066	5384	5595	5417	5600	5387	5183	5164	5265	5447	5554	3360302	2912448	2304072	1761472	1375639	797290	579630	376966	257683	205200	
NIC1391	UNKNOWN		UNKNOWN	34856374	34359608	6198064	7.85026	33943308	797759	24659	8471	5970	4937	4514	3727	3905	3538	3456	2964	2548	2354	2406	2525	2618	3311273	2728735	2106540	1556959	1143153	709218	487409	301180	199624	146181	
NIC1392	UNKNOWN		UNKNOWN	72146333	71624349	12351030	9.19713	70230978	1636093	50146	17103	12322	10422	9739	8311	8578	7794	7988	6764	6131	5825	5909	6849	7099	6983437	5736953	4382411	3202068	2323842	1426044	970313	597876	384507	272573	
NIC1393	UNKNOWN		UNKNOWN	143900380	141675016	25661502	11.7561	139859551	3357661	109281	37435	27790	23734	22728	20677	21642	22058	25311	19570	16134	14947	15815	16965	18491	13764044	11415523	8860640	6593962	4853646	3035945	2052612	1259377	837080	637371	
NIC1395	UNKNOWN		UNKNOWN	27236809	26842967	3548029	14.129	26573103	548859	16640	5714	4598	4340	3890	3710	3868	3833	4086	3452	3226	3394	3664	3930	4130	2336151	1936337	1463258	1073100	812188	465468	335193	213516	137290	94389	
NIC1400	UNKNOWN		UNKNOWN	46866959	46547458	10057890	9.9291	45642416	1047989	31932	10517	7425	6309	5876	5148	5038	5069	4985	4180	3450	2885	2990	3153	3210	4071198	3229544	2392971	1699343	1223196	732128	492808	300829	192009	133775	
NIC1405	UNKNOWN		UNKNOWN	74863025	74319026	19608973	9.51968	72841823	1719450	54440	17993	13163	10523	9386	8180	8068	7749	7627	6664	5892	5059	5234	5349	5609	6780901	5424646	4051392	2905256	2069523	1257524	835179	506384	319402	221295	
NIC1408	UNKNOWN		UNKNOWN	68772324	68171715	14416795	11.2828	66884981	1573909	48882	16547	12297	10208	10013	8745	8696	8507	8797	7869	7605	7102	7594	8375	9054	6580407	5384366	4109308	3001338	2181430	1351326	910241	562082	366045	276918	
NIC1410	UNKNOWN		UNKNOWN	55501145	53854550	8975113	9.0829	53969163	1308691	44139	15147	11033	9278	8191	7400	7402	7406	8415	6156	5020	4485	4311	4648	4913	5221962	4357599	3418632	2582752	1949898	1256018	886070	562511	365658	252130	
NIC1411	UNKNOWN		UNKNOWN	31555090	30918267	2104984	10.6327	30812340	628400	21362	7789	5954	4858	4731	4077	4186	4046	4213	4002	3816	3715	3868	3932	3918	2768336	2391238	1894072	1454406	1153303	657385	490611	317640	214406	166485	
NIC1415	UNKNOWN		UNKNOWN	45129133	44609083	7712587	11.3069	43903896	1020005	31575	10967	8080	7010	6684	5968	6259	6253	6879	5740	4975	4533	4802	5204	5494	4341450	3583507	2737846	2014984	1477907	924085	633316	398120	256613	183260	
NIC1419	UNKNOWN		UNKNOWN	71368119	70755786	12673872	10.1562	69464784	1583335	48856	16769	12148	10168	9648	8771	8712	8709	8816	8105	7554	6898	7591	8316	9004	7111665	5888557	4531912	3337273	2434553	1496380	1020042	630410	403742	284874	
NIC1420	UNKNOWN		UNKNOWN	72677526	72154603	12499760	12.144	70719920	1620746	48055	16762	12885	11598	11155	10359	10624	10844	13229	9636	7052	6916	7430	8195	9177	6938004	5701468	4342544	3170715	2316969	1408409	953769	590464	381106	277083	
NIC1422	UNKNOWN		UNKNOWN	66862954	66203369	11768259	10.2099	65047964	1516785	48685	16599	12726	10021	9514	8328	8887	8669	9908	7649	6490	6106	6719	7554	8264	6635463	5513401	4250392	3132747	2299200	1426050	965218	593901	384437	278713	
NIC1425	UNKNOWN		UNKNOWN	59379863	58957612	9335735	10.9754	57824047	1319393	39981	13765	10367	8722	8409	7421	8043	7680	9076	6867	5473	5090	5559	5991	6514	5626996	4613985	3515178	2558017	1858956	1127495	768004	473316	302566	212244	
NIC1430	UNKNOWN		UNKNOWN	74511176	73531018	14333049	10.2212	72520375	1681825	51037	17335	13172	10803	10329	9366	9534	9399	10322	8292	6832	6571	7016	7455	8342	7105995	5862985	4501772	3325726	2443890	1492969	1018906	623734	403824	291841	
NIC1432	UNKNOWN		UNKNOWN	119917512	99684923	23479896	9.35589	116721025	2807570	74262	24591	17735	14679	13876	12624	13142	12622	14351	11101	8974	7859	8155	8727	9392	11297394	8916396	6585529	4702766	3377681	2155579	1501156	958134	650344	508471	
NIC1433	UNKNOWN		UNKNOWN	70181559	69557649	12448248	11.5213	68270672	1606574	48808	17122	12631	10934	10408	9705	9872	10108	11995	8895	6923	6217	6582	7096	7775	6741449	5525761	4201041	3055490	2212111	1366146	917013	563033	365269	268756	
NIC1438	UNKNOWN		UNKNOWN	82227319	81571699	16042882	8.12061	80048799	1892737	59013	19413	14552	11258	10458	8920	9052	8198	8421	7383	6309	5745	5938	6492	6935	8022106	6599001	5052771	3705766	2696823	1678034	1144311	714002	464597	336713	
NIC1453	UNKNOWN		UNKNOWN	57235854	56676589	11393729	11.6723	55630918	1347169	40480	13444	9982	8353	8257	7056	7453	7168	7673	6911	6431	5915	6159	6297	6839	5478161	4419305	3343563	2416660	1727090	1088842	718793	436152	284387	201810	
NIC1470	UNKNOWN		UNKNOWN	59188707	58575133	10350673	11.3678	57558472	1361312	42744	14399	10948	9302	8863	8334	8639	8209	9545	7421	5893	5831	6401	6666	7246	5680744	4695148	3597409	2653184	1950270	1208647	818362	505968	326106	234326	
NIC1476	UNKNOWN		UNKNOWN	49197325	48840117	9118622	13.6638	47800236	1157132	35837	12194	9656	8118	7905	7021	7494	8019	9440	7358	5824	5494	5736	6011	6318	4717202	3811129	2887752	2086359	1485652	948669	620948	376011	237847	164254	
NIC1477	UNKNOWN		UNKNOWN	50131695	49704634	8922763	11.4412	48743361	1177722	34870	11904	9103	7736	7213	6477	6457	6983	7488	6202	5286	4802	4865	5133	5242	4859959	3922780	2969639	2150016	1526390	967057	632269	380959	241485	166606	
NIC1478	UNKNOWN		UNKNOWN	82928094	82225348	15551242	11.8183	80601471	1968240	63052	21510	16492	12953	12579	11545	11915	12400	15645	11588	8281	7432	7489	7505	7994	8030457	6496249	4932269	3575169	2551300	1618023	1062258	640733	408085	284577	
NIC1514	UNKNOWN		UNKNOWN	46003798	45443876	9782761	9.90132	44784988	1033548	33524	11686	8349	6921	6633	5983	5766	5518	5797	4552	3708	3363	3653	3990	4293	4149672	3423222	2621633	1932112	1431169	848149	586827	362062	231656	165025	
NIC1526	UNKNOWN		UNKNOWN	45139323	44671857	9670223	8.4424	43988124	993659	32358	10698	7949	5928	5601	4757	4700	4481	4369	3572	3463	2893	2834	3305	3385	4139217	3402472	2575486	1866370	1355693	809279	553803	341790	211219	147279	
NIC1531	UNKNOWN		UNKNOWN	66058339	65229337	14417316	10.3264	64363856	1416275	46822	15979	11607	9539	9473	8653	8498	7804	7929	6790	6302	5686	5686	6378	6777	6103385	5048945	3856690	2815585	2078824	1226077	853060	530762	332703	259189	
NIC1534	UNKNOWN		UNKNOWN	13652874	13354049	2454452	8.15819	13284847	322817	10495	3526	2447	1815	1733	1396	1445	1390	1351	1198	1044	950	908	908	920	1287179	1043063	795055	577217	413976	268959	179709	112178	70605	53724	
NIC1541	UNKNOWN		UNKNOWN	62268808	61415671	13571516	7.07211	60753400	1320156	43761	14932	9645	7734	7284	6269	5794	5216	4895	4434	3898	3380	3495	3890	4244	5878734	4854445	3688898	2691931	1962563	1152761	798992	495976	307861	211065	
NIC1542	UNKNOWN		UNKNOWN	33941040	33558392	4949652	8.50906	33127969	700032	23605	8088	5670	4504	4405	3604	3497	3175	3025	2881	2624	2729	2974	3083	3150	3128268	2622834	2014272	1482639	1106435	642398	453432	285158	177308	122534	
NIC1543	UNKNOWN		UNKNOWN	28495827	28200164	3649713	8.42553	27818907	590277	18167	6108	4551	3548	3209	2887	2740	2543	2462	2240	1961	2078	2242	2426	2537	2531704	2099124	1601159	1179158	879219	506278	359913	224264	139239	95234	
NIC1544	UNKNOWN		UNKNOWN	23899468	23613579	3090591	8.65602	23318539	504301	16955	5869	4014	3111	3036	2497	2384	2081	1994	1918	1745	1782	2034	1899	2175	2116287	1749046	1332495	978059	724449	422447	296574	186762	117011	82828	
NIC1545	UNKNOWN		UNKNOWN	25169973	24917249	3871442	8.08066	24581048	517686	17676	6166	4060	3257	3003	2472	2249	2026	1881	1711	1687	1623	1755	1730	1777	2129550	1758405	1330333	968494	721960	410872	293161	184211	114478	80611	
NIC1546	UNKNOWN		UNKNOWN	28147034	27794614	3379750	11.7376	27482654	557580	18788	6560	4647	3832	3643	3089	3266	2948	3054	2841	2894	2979	3347	3684	3830	2377777	1984366	1507544	1108757	841676	475199	346782	220014	138313	93796	
NIC1547	UNKNOWN		UNKNOWN	70038363	69266184	12212224	7.36586	68174041	1657690	53130	17225	12569	9779	8446	7658	6957	6870	7162	5545	4400	4004	3864	3768	3701	6828120	5530982	4220374	3075533	2171607	1372416	905582	547799	352696	263078	
NIC1548	UNKNOWN		UNKNOWN	73845719	72885071	12665785	6.85695	71884701	1738169	63551	20443	14091	10433	9549	7682	7339	6936	6354	5406	4673	3681	3704	3729	3815	7081775	5787938	4427013	3232730	2314342	1449648	976289	592263	375928	270249	
NIC1549	UNKNOWN		UNKNOWN	64394998	63579943	11675968	8.97406	62658673	1510005	50753	16419	11109	9208	8891	7461	7176	7060	6593	5764	5401	4804	4794	4818	4974	6221635	5027758	3814136	2752747	1944195	1229889	812303	490822	306770	209464	
NIC1550	UNKNOWN		UNKNOWN	25862542	25638948	3453684	10.547	25224687	541628	19315	6571	4714	3741	3375	2887	2800	2547	2567	2316	2417	2470	2609	2860	2976	2253840	1864035	1417269	1036325	769998	443884	312478	195399	121311	85097	
NIC1551	UNKNOWN		UNKNOWN	135010435	132525634	20449346	8.6773	131555469	2966675	101848	33215	23689	19179	18229	15760	15480	13709	13639	12002	11493	10765	11293	12236	12715	12511011	10460252	8117090	6056443	4503071	2698252	1887320	1178825	744174	536808	
NIC1553	UNKNOWN		UNKNOWN	19392214	19203151	2441220	9.39708	18926459	403614	13811	4626	3088	2593	2466	2209	1972	1648	1591	1521	1490	1433	1661	1723	1727	1649068	1359774	1028050	750005	556509	317900	226699	141267	88207	61609	
NIC1555	UNKNOWN		UNKNOWN	73706182	72782053	14698366	13.8633	71597773	1701079	51495	17404	13710	11874	11737	10793	11105	11116	11524	10712	10168	9942	10427	10932	11417	7280299	5884606	4475006	3258262	2311862	1463861	957759	576392	364044	252590	
NIC1556	UNKNOWN		UNKNOWN	60338323	59407240	11224720	7.78671	58697638	1443171	49804	15493	10851	8831	7303	6338	6151	5744	5507	4705	4519	3712	3642	3693	3989	5711965	4628777	3525253	2571201	1829072	1154833	765479	465691	301484	219474	
NIC1557	UNKNOWN		UNKNOWN	76346548	74474525	13291329	7.47924	74240294	1835171	68174	22042	15057	12019	10846	9119	8729	7817	7620	6615	5869	5214	5249	5308	5495	7496190	6221416	4861121	3655314	2643246	1695276	1147498	692569	442837	339109	
NIC1559	UNKNOWN		UNKNOWN	64910668	63718098	14184536	8.57409	63255071	1418392	42280	14090	10664	8384	7582	7406	6623	6496	6116	5341	4895	4719	4930	5302	5844	5990885	4940571	3766449	2777173	2037017	1218912	842803	523229	330866	229993	
NIC1560	UNKNOWN		UNKNOWN	20198877	19849111	2709733	8.32355	19712886	422533	12755	4070	3063	2443	2131	1906	1848	1678	1683	1590	1543	1490	1666	1715	1858	1795706	1485120	1130268	831210	619522	367780	261648	167082	107509	74494	
NIC1561	UNKNOWN		UNKNOWN	18785695	18472159	2632751	10.1941	18342347	380288	11842	3651	2668	2287	2177	1871	1901	1708	1662	1707	1605	1630	1809	2023	2074	1595784	1311398	989747	724655	542079	312163	223240	142256	87975	59865	
NIC1563	UNKNOWN		UNKNOWN	31565783	31143465	4521124	10.4612	30756490	689842	21771	7216	5281	4468	4373	4138	3806	3798	3893	3215	2885	2645	2952	2991	3391	2895959	2385647	1814633	1329186	978776	581237	402545	253892	160830	118208	
NIC1564	UNKNOWN		UNKNOWN	24070636	23639773	3517966	9.63012	23480004	502030	16193	5531	3810	3153	2850	2625	2552	2199	2311	2065	2125	2177	2316	2642	2727	2136880	1777460	1360265	1004547	751918	441324	314826	200437	126188	86626	
NIC1565	UNKNOWN		UNKNOWN	23746818	23420034	3194606	9.80587	23182392	484546	14166	4639	3574	3037	2760	2424	2296	2081	2096	2006	1951	2247	2230	2467	2734	2084328	1720648	1301076	950298	703161	409112	287330	180790	114926	77198	
NIC1583	UNKNOWN		UNKNOWN	58065189	56564888	12873313	8.00294	56575128	1278937	38843	12733	9623	7873	7103	6516	6064	5686	5393	5054	4381	4285	3952	4323	4885	5383761	4465763	3460604	2589378	1907059	1149796	795801	497624	317427	221192	
NIC1584	UNKNOWN		UNKNOWN	27159626	26720726	2026671	8.73131	26549751	531326	17827	6169	4607	3948	3632	3026	3004	2892	2663	2595	2428	2431	2348	2288	2208	2334750	1991764	1559750	1177467	918411	516526	382409	248178	159859	121719	
NIC1585	UNKNOWN		UNKNOWN	28076977	27663817	4516149	8.92236	27411089	580105	16627	5258	4243	3209	2982	2769	2519	2406	2273	2220	2100	2259	2255	2527	2676	2459729	2018990	1531132	1121448	822921	479351	334800	210595	133141	91171	
NIC1586	UNKNOWN		UNKNOWN	52380037	51626346	11205576	9.65897	51013682	1153806	37016	11882	9180	7454	6816	6309	5941	5470	5332	5126	4539	4357	4281	4526	5080	4768310	3926027	2992618	2197370	1605537	948367	656669	410337	259598	181923	
NIC1587	UNKNOWN		UNKNOWN	40863722	40005092	6231828	8.72061	39816226	902730	30061	9678	7191	6094	5384	4662	4453	4094	3957	3741	3620	3512	3667	3889	4228	3771753	3167337	2459958	1847683	1388489	821982	571933	358268	239571	197954	
NIC1588	UNKNOWN		UNKNOWN	55254836	53575835	11524592	7.05119	53870365	1206437	37818	12297	9109	7388	6307	5760	5278	4884	4597	3937	3655	3379	3352	3505	3790	4976516	4122462	3186372	2395082	1792390	1100278	794946	518398	341495	237929	
NIC1592	UNKNOWN		UNKNOWN	36893817	36454887	7549168	5.21714	36003999	812097	27900	7986	5800	4390	3566	3064	2704	2530	2230	1649	1366	853	829	899	949	3185327	2578409	1923122	1383017	999832	584239	401585	248143	153002	103080	
NIC1594	UNKNOWN		UNKNOWN	60257874	59248734	14842494	6.64059	58765077	1322619	44832	13362	10440	7966	6765	6139	5599	5207	5395	4219	3393	2619	2704	2778	3104	5518929	4554588	3476233	2548364	1876257	1123838	776929	485112	306942	207945	
NIC1596	UNKNOWN		UNKNOWN	40338399	39704601	9769911	9.86831	39291082	882308	27557	8798	6823	5846	5409	4712	4417	4324	4256	3713	3512	3267	3447	3763	4500	3637055	2991556	2282685	1678799	1225925	731782	505292	315495	201453	140765	
NIC1603	UNKNOWN		UNKNOWN	70343560	69123002	18093208	8.28461	68564774	1526364	47576	15428	11527	9580	9408	8091	7251	6809	6321	6009	5436	5132	5179	5357	6082	6535369	5413439	4152318	3069213	2256055	1347065	945544	597032	387637	275426	
NIC1644	UNKNOWN		UNKNOWN	56002561	54771578	6981808	11.281	54376128	1368276	53235	17615	12618	10561	9514	8507	8536	8107	7905	7118	6560	6294	6154	6447	6639	5342838	4401342	3438001	2555040	1862251	1238660	842115	529921	373824	338367	
NIC1646	UNKNOWN		UNKNOWN	32423492	31647277	2291220	9.52963	31653906	662491	23625	8425	6042	4724	4496	4011	3978	3666	3677	3360	3393	3362	3193	3250	3141	2826740	2415696	1904717	1453793	1126487	652915	479430	308281	201665	158007	
NIC1647	UNKNOWN		UNKNOWN	27339051	26912350	3166027	10.285	26646298	591139	19318	6573	4460	3699	3651	3350	3256	3158	2952	2652	2666	2437	2600	2747	2954	2483210	2049745	1563720	1147237	851597	502537	349038	219056	135151	92616	
NIC1648	UNKNOWN		UNKNOWN	71965416	70727812	18010277	7.65468	70078161	1654722	54830	17564	11107	9094	8479	6999	6709	5973	5653	4928	4394	3667	3643	3834	3934	6371874	5079568	3798112	2722261	1937079	1207945	827811	517563	330520	230943	
NIC1649	UNKNOWN		UNKNOWN	82263480	81204395	17200882	10.2072	80057086	1846447	60137	19002	13956	11927	11553	9855	9783	9213	9135	8571	8396	8001	8760	9404	10206	8015852	6608819	5058177	3700237	2673970	1656888	1122681	690941	435681	304295	
NIC1650	UNKNOWN		UNKNOWN	27139428	26742506	3002181	9.75417	26513780	531086	17379	5850	3974	3472	3160	2785	2634	2624	2674	2496	2489	2535	2617	2720	2896	2361945	1963788	1500828	1105915	838846	474749	338359	213492	132025	90184	
NIC1651	UNKNOWN		UNKNOWN	32611585	32339196	4108083	7.93347	31852349	662984	22618	7237	5242	3997	3656	2958	2661	2584	2499	2162	2059	2070	2219	2194	2328	2822210	2314224	1735195	1252902	925420	522703	366355	229079	140917	95468	
NIC1653	UNKNOWN		UNKNOWN	57948254	57320412	10653457	9.01067	56419744	1318941	40721	13064	10164	8148	7207	6884	6422	5915	6476	5389	4595	4390	4646	5069	5235	5538890	4537293	3466817	2531105	1828077	1127683	763512	471987	299862	215095	
NIC1656	UNKNOWN		UNKNOWN	53806872	52020076	6782633	11.4847	52208720	1326181	52060	16358	12035	10368	9839	8741	8801	8466	8817	7889	7092	6375	6466	6483	6958	5150033	4306683	3418203	2609893	1931100	1275854	878768	545575	381828	366173	
NIC1657	UNKNOWN		UNKNOWN	39980744	38996416	5679774	12.7994	38992009	795245	28894	9951	7929	7269	7120	6822	6973	6605	6858	6704	6412	6587	6521	6764	6739	3586306	3160292	2538840	1982654	1599506	933788	704891	464722	305643	241963	
NIC1658	UNKNOWN		UNKNOWN	42193840	41830619	5837905	7.41854	41199322	871111	26161	8579	6689	5197	4915	4078	3783	3459	3170	3049	2797	2935	2895	3076	3367	3956436	3286195	2499782	1830934	1344650	783081	544898	341902	216253	153265	
NIC1679	UNKNOWN		UNKNOWN	35124005	34510203	8239762	9.14359	34183133	809115	24260	7459	5362	4671	4222	3564	3433	3400	3241	2980	2679	2309	2246	2420	2478	3104338	2464722	1841015	1312031	939358	582657	394289	244656	154826	106638	
NIC1694	UNKNOWN		UNKNOWN	39269509	38911939	5469314	7.57318	38299396	854917	27863	8517	6280	4832	4257	3594	3529	3376	3209	2679	2686	2280	2457	2648	2858	3626587	2968641	2240248	1622118	1177148	696656	477020	296580	188814	130094	
NIC1846	UNKNOWN		UNKNOWN	31886361	31715967	3397332	11.4205	31057652	700463	21086	7041	5484	4574	4459	4162	4245	4085	4191	3510	3034	2992	3110	3355	3898	2969724	2437923	1841198	1333189	972677	577856	391963	242524	151557	103339	
NIC1851	UNKNOWN		UNKNOWN	33399894	33103317	4352102	11.8864	32544255	722095	22349	7884	5757	5043	4662	4482	4657	4219	4357	3776	3405	3450	3541	3772	3985	3030531	2506196	1894569	1382814	1015968	598477	412466	258049	163121	112709	
NIC1855	UNKNOWN		UNKNOWN	51810404	51404091	6096354	12.6533	50474212	1123837	36036	11567	8458	7802	7603	7284	7451	7045	6975	6375	6072	5445	5787	6195	6607	4781643	3920483	2959321	2134857	1564416	931216	633172	394704	246832	168985	
NIC1856	UNKNOWN		UNKNOWN	34510450	34264464	4126393	12.0406	33617796	752661	23441	8316	5902	5232	4800	4667	4870	4556	4466	3944	3483	3543	3712	4165	4314	3168745	2613788	1977552	1435513	1054547	622692	427021	263982	166057	116503	
NIC1862	UNKNOWN		UNKNOWN	32128757	31883127	4030518	8.89748	31291902	734050	24758	8296	6025	4868	4247	4009	3943	3754	3714	3110	2461	2048	2162	2209	2396	2976506	2461268	1881398	1378104	1011237	610329	416282	259336	164134	118337	
NIC1877	UNKNOWN		UNKNOWN	29597610	29411699	3609663	12.2673	28827856	652575	19488	6656	5136	4479	4216	4120	4353	4171	4375	3589	2995	2909	3022	3228	3519	2754318	2253567	1701897	1229527	896752	534865	360801	223199	138342	92380	
NIC1879	UNKNOWN		UNKNOWN	29402126	29145680	4057578	9.19111	28669466	637392	20439	6961	5178	4491	4124	3700	3786	3453	3444	2718	2066	2060	2087	2208	2386	2657760	2210497	1681861	1237850	927787	542013	379701	239387	151393	107257	
NIC1881	UNKNOWN		UNKNOWN	24715628	24541708	2709566	11.811	24078257	537436	16243	5314	4163	3660	3661	3348	3607	3361	3342	2782	2534	2393	2575	2617	3071	2317834	1898611	1435713	1042602	761688	452663	307838	192324	120391	82220	
NIC1886	UNKNOWN		UNKNOWN	29640783	29379383	3283697	10.5052	28892250	645116	19343	6750	5280	4286	4310	4065	4329	3999	3969	3122	2570	2318	2410	2647	2759	2819191	2314620	1751517	1268888	928433	554723	378026	235057	147056	101766	
NIC1911	UNKNOWN		UNKNOWN	24680359	24435162	2782535	9.19818	24059807	543008	16709	5215	4078	3290	3106	2812	2905	2664	2448	2101	1846	1789	1741	1881	2033	2202665	1809503	1362813	991850	732105	437232	304304	193308	122099	82283	
NIC1912	UNKNOWN		UNKNOWN	33050318	32776269	3719224	10.8579	32198485	726550	22456	7529	5764	4909	4719	4364	4479	4278	4229	3743	3100	3014	3249	3495	3783	3130809	2587700	1964363	1428273	1050039	632192	430594	271670	169647	114370	
NIC1913	UNKNOWN		UNKNOWN	32059526	31693068	4225398	10.1762	31226713	713307	23823	8778	6265	5166	4764	4163	4388	3996	3781	3386	2840	2606	2689	2927	3195	2890516	2405006	1848957	1359036	1013861	602058	423489	266522	168927	116991	
NIC1914	UNKNOWN		UNKNOWN	25150513	24916355	2707958	13.9978	24489205	541624	16486	5830	4691	4110	4084	3787	3901	3886	3874	3669	3280	3246	3381	3876	4163	2317179	1922967	1464407	1075052	804478	477201	330394	209522	129981	89669	
NIC1915	UNKNOWN		UNKNOWN	21788796	21538619	2574347	13.7933	21226934	467031	14563	4723	3659	3548	3152	3302	3318	3117	3161	2853	2732	2623	2638	2872	3350	1980632	1628092	1232205	895104	663389	388229	267105	166156	103918	69996	
NIC1916	UNKNOWN		UNKNOWN	26654849	26389886	2878011	12.939	25960855	575773	18582	6288	4666	4399	4204	3975	4044	3931	3798	3586	3419	3112	3417	3480	3865	2545592	2104087	1597919	1164791	859016	511232	348125	218966	136634	93885	
NIC1917	UNKNOWN		UNKNOWN	31688372	31297258	3689231	10.0764	30894303	685315	20631	7129	5408	4596	4317	3794	3914	3562	3636	3178	2905	2817	2921	2911	3241	2960625	2437237	1854017	1350068	990422	589054	404226	253634	156979	105760	
NIC1918	UNKNOWN		UNKNOWN	31992783	31669642	3684576	11.2221	31191779	678075	22203	7277	5365	4794	4514	4175	4278	3875	4012	3601	3285	3030	3120	3505	3764	2949347	2439920	1852372	1348474	998554	582112	403590	253128	157853	106238	
NIC1919	UNKNOWN		UNKNOWN	24544284	24286145	2711082	10.8222	23934526	523596	17132	5732	3961	3750	3394	3124	3361	2947	2926	2441	2223	2002	2141	2376	2384	2163435	1786363	1354489	982804	733546	426033	296670	186152	116171	77958	
NIC192	UNKNOWN		UNKNOWN	48600818	47320107	8526274	12.1893	47402144	969012	36233	13465	10031	9182	9137	8305	8302	8425	8591	8267	8000	7697	7350	7665	7702	4390926	3889435	3108163	2416864	2008939	1180073	878313	582458	424010	415995	
NIC1927	UNKNOWN		UNKNOWN	18146747	17991711	2028508	10.3655	17684517	402590	12364	3909	2851	2476	2328	2262	2202	2134	2140	1718	1674	1509	1431	1616	1685	1667123	1357554	1027512	739388	535461	322450	217882	133629	82562	54902	
NIC1928	UNKNOWN		UNKNOWN	26119749	25858041	2928267	12.4526	25462561	562294	17046	6056	4759	4329	4273	4050	4305	4060	4003	3147	2373	2309	2354	2411	2559	2308799	1898506	1435459	1044842	774249	452978	313019	195905	121802	84314	
NIC1929	UNKNOWN		UNKNOWN	35153825	34800230	3895078	15.499	34221959	758572	22990	7895	6635	5921	5552	5414	5757	5480	5473	5049	4846	4860	5254	5789	6334	3156622	2594873	1965119	1433503	1069595	624906	432346	271207	167866	114603	
NIC193	UNKNOWN		UNKNOWN	45936833	45410666	7750873	11.0831	44784161	948248	34063	13296	9870	8417	8375	7856	7826	7349	7500	6498	5655	5615	5768	5907	6134	4184166	3666788	2943535	2277493	1807794	1079496	794855	533422	419609	404451	
