Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
NIC773	UNKNOWN		UNKNOWN	47567450	46183937	6615609	7.8623	46396457	1001338	34103	12203	9308	7626	7131	6128	5984	5852	5835	5143	4473	4126	4433	4598	4603	4344272	3831152	3120783	2466244	1975204	1175489	872502	564620	412653	364088	
NIC775	UNKNOWN		UNKNOWN	36444524	35752467	4013132	11.1864	35462039	833637	28157	9469	7487	6042	5909	5354	5294	5640	5938	4899	3712	3325	3247	3325	3617	3363177	2759054	2130377	1579520	1182823	736337	509132	323836	213589	162172	
NIC85	UNKNOWN		UNKNOWN	73135988	72293398	10397955	11.455	71393039	1426968	49712	20043	15027	13811	13059	12289	12284	12063	12011	10957	9930	9837	9644	9799	9917	6547857	5742601	4603202	3579424	2920216	1674463	1269240	841443	586070	505610	
NIC894	UNKNOWN		UNKNOWN	49749483	48981700	4087900	7.20101	48611532	1009550	33812	11211	8515	6757	6386	5142	4990	4745	4294	3787	3408	3257	3170	3082	2922	4394598	3718740	2877131	2160932	1655342	952626	691684	448144	299442	231220	
NIC895	UNKNOWN		UNKNOWN	39839042	39370778	3157817	6.90016	38943940	799544	25421	8820	6390	5171	4739	3798	3887	3595	3260	2755	2410	2313	2268	2327	2142	3584760	2997400	2297468	1699917	1281958	735256	527202	335577	215003	153567	
NIC898	UNKNOWN		UNKNOWN	48787423	48170739	6091705	8.90859	47483814	1143506	37987	12607	9572	7827	6737	5879	5853	5445	5444	4562	4039	3628	3582	3446	3620	4717750	3825039	2910515	2122606	1515536	956650	627445	388317	257062	195308	
NIC903	UNKNOWN		UNKNOWN	42277437	42051260	3375835	12.0758	41290754	836398	25157	9584	7776	6761	6864	6193	6158	6040	6545	5165	4477	4651	4612	4672	4760	3731505	3139316	2400856	1784845	1366727	768714	558405	357022	229440	159890	
NIC904	UNKNOWN		UNKNOWN	40696666	40182148	4698998	13.1105	39541436	966692	32460	11287	8754	7250	7335	6382	6739	6861	7276	6088	5156	4753	4912	4912	5176	3875040	3171620	2439089	1794642	1314052	836802	560919	349343	238369	190885	
NIC905	UNKNOWN		UNKNOWN	30553596	30070160	5110684	10.0285	29722866	703933	22646	7755	5872	4784	4646	4251	4351	4282	4660	3694	2972	2654	2650	3044	3068	2971924	2464412	1919553	1428442	1056639	662958	447169	274818	177329	127110	
NIC907	UNKNOWN		UNKNOWN	80926425	80219640	14318769	9.46684	78703879	1888516	67552	23375	16751	13347	12530	10606	10539	10265	10110	8386	7857	6732	6989	7556	8198	7857600	6537089	5050913	3728709	2732985	1727668	1192965	752833	484707	333835	
NIC908	UNKNOWN		UNKNOWN	72244102	71145611	12243452	11.9142	70263035	1655292	51358	17787	13252	11657	10809	10032	10423	10584	11970	9306	7679	7128	7460	8082	8799	6868093	5616385	4289961	3137039	2284948	1431069	971237	605971	390127	273601	
NIC909	UNKNOWN		UNKNOWN	23173328	22859160	2976533	14.0491	22599661	471844	14112	4970	3654	3617	3405	3133	3447	3264	3430	2919	2580	2623	2939	3310	3601	1997691	1643974	1237253	900577	680480	396096	286671	183438	120183	84028	
NIC91	UNKNOWN		UNKNOWN	54282136	52984732	8674362	16.6394	52875890	1072370	38550	14830	12365	11103	11467	10961	11999	12147	12735	12702	12774	12791	12753	13188	12798	4785160	4262150	3473821	2747049	2291706	1340268	1019395	688719	504343	457168	
NIC916	UNKNOWN		UNKNOWN	57650444	55999323	9952299	9.91445	56067411	1338251	44910	15357	10927	9260	8629	7896	8045	8056	9042	6829	5511	5098	5349	5857	6260	5421048	4498400	3497849	2619555	1993132	1324083	976249	667248	472347	364423	
NIC917	UNKNOWN		UNKNOWN	65890525	64138040	11559985	8.66865	64124036	1526959	47067	16152	11561	9437	8860	7688	7839	8063	9173	7050	5670	4488	4630	4885	4965	6388014	5181120	3985815	2938818	2163799	1435151	1016269	663592	437103	298882	
NIC920	UNKNOWN		UNKNOWN	66914060	65147556	8457525	17.3263	64916101	1586803	54911	19629	15220	13927	13450	13027	13298	13484	15912	13434	11181	10784	10626	11400	11796	6317779	5119329	3905415	2861779	2108140	1382466	934908	601265	433204	372089	
NIC925	UNKNOWN		UNKNOWN	35773308	35447090	2376505	10.5599	34919120	729685	24520	8829	6858	5711	5634	5071	5019	4781	4810	4133	3641	3520	3686	3698	3676	3254716	2754583	2132018	1600496	1226958	699900	506810	321650	203813	142208	
NIC926	UNKNOWN		UNKNOWN	28836729	28000978	3707679	10.8158	28133801	596451	19724	6689	4902	3787	3844	3387	3424	3262	3104	2588	2582	2458	2966	3088	3339	2440432	2025265	1540144	1131938	852746	498755	359614	235006	156452	120944	
NIC927	UNKNOWN		UNKNOWN	50542151	50193752	8891137	10.2571	49178893	1170621	36041	11678	8730	7324	6889	6159	6463	6421	7858	5853	4407	3879	3957	4046	4224	4958754	4000604	3025121	2176077	1543623	970188	640800	388252	247581	172978	
NIC929	UNKNOWN		UNKNOWN	69368869	68214510	12901976	11.8374	67414481	1643812	51706	17197	12900	10942	10402	9159	9555	9796	11414	9181	7261	6636	6799	7031	7445	6616836	5320859	4023063	2906927	2089786	1356505	921545	579704	374648	257273	
NIC933	UNKNOWN		UNKNOWN	80965260	80252119	14788505	8.94896	78807901	1860930	62203	21140	15101	12456	11235	9620	9898	9804	11301	8237	6371	5354	5788	5980	6583	7746579	6405869	4923880	3626309	2648709	1621019	1112111	689327	434834	301611	
NIC934	UNKNOWN		UNKNOWN	63259271	62931691	11241665	9.83601	61581694	1432528	48028	16463	11594	9836	8956	8202	8550	8305	9345	6997	5379	4834	5211	5440	5819	6193981	5110058	3910546	2865074	2072511	1278001	866116	535228	340173	239002	
NIC936	UNKNOWN		UNKNOWN	48485128	47751999	5919638	16.2728	47069721	1145682	37461	13381	10573	9650	9732	9276	9526	10016	11691	8865	7304	6790	7046	7501	7784	4705066	3818144	2909274	2128249	1552128	1000082	660074	414257	286686	231788	
NIC938	UNKNOWN		UNKNOWN	74240890	71984046	12876111	8.8	72161857	1765604	64773	22157	15892	12226	11097	9807	9541	8914	9021	7729	6764	5992	6459	7168	7698	6860784	5773399	4518022	3425562	2612181	1738457	1336647	960452	688872	502289	
NIC939	UNKNOWN		UNKNOWN	42582152	42133877	6981163	7.74224	41450380	990895	33949	11548	8346	6579	5981	5001	4787	4332	4441	3596	2915	2611	2689	2782	2844	3956788	3293757	2538731	1884387	1393630	857027	595497	370511	239507	168306	
NIC94	UNKNOWN		UNKNOWN	46993179	46272214	7510665	15.3273	45749497	968154	33814	12661	10014	9023	8966	8671	9363	9298	9807	9151	9443	9282	9500	9957	10059	4273767	3757005	3015099	2338592	1871202	1114225	818296	539635	402409	378621	
NIC940	UNKNOWN		UNKNOWN	67375642	64525091	15427599	9.2595	65546249	1565102	52366	17467	12367	9427	8604	7282	7416	6928	7306	6082	4975	4243	4346	4537	5083	5708763	4591189	3472731	2527376	1849700	1192714	864269	585546	409439	316941	
NIC941	UNKNOWN		UNKNOWN	74201647	72575883	12236386	8.05107	72207065	1743255	57769	19078	13877	10802	9480	8365	8182	7881	8760	6848	5117	4567	4586	4786	4771	7133943	5825162	4457868	3270546	2352507	1487161	1007524	628621	421082	318949	
NIC942	UNKNOWN		UNKNOWN	69925848	69011737	12371110	9.57817	68016345	1642603	51387	16775	12526	10426	9411	8466	8049	8037	8416	7222	6171	5474	5479	5881	6121	6690743	5398024	4099963	2973261	2137131	1365939	927414	581965	381584	273706	
NIC944	UNKNOWN		UNKNOWN	33569362	33260877	5226224	10.6394	32715823	729517	24249	9026	6576	5054	4627	4304	4483	3896	4119	3418	2831	2738	2975	3227	3350	2985209	2454774	1868179	1361625	1008380	599517	419579	264138	168770	116718	
NIC945	UNKNOWN		UNKNOWN	62255998	60206724	11073942	10.1889	60495039	1488677	48135	16405	11718	9814	9111	8364	8649	8660	9894	7862	6241	5507	5733	5988	6270	5873138	4769516	3667093	2732647	2063637	1412465	1022185	696397	490249	369648	
NIC947	UNKNOWN		UNKNOWN	74918093	74542661	13237995	11.9207	72864716	1733911	51543	16833	12949	11246	10574	9478	10048	10451	12406	9553	7298	6590	6652	6944	7144	7175943	5741444	4302644	3069860	2163407	1351670	880969	536080	339264	239611	
NIC948	UNKNOWN		UNKNOWN	54499290	53522357	9883073	12.5066	52962345	1294534	41938	14068	10586	9385	9227	8170	8489	9106	11397	7775	5889	5110	5391	5726	6205	5207577	4215686	3218928	2355357	1714483	1120921	770016	489025	328361	238759	
NIC952	UNKNOWN		UNKNOWN	35919420	35664444	5208813	11.157	34999292	776031	25146	8560	6225	5251	4976	4323	4278	4244	4175	3591	3583	3411	3786	4034	4489	3216050	2642061	2006467	1468188	1088201	643509	449972	282127	177722	124442	
NIC953	UNKNOWN		UNKNOWN	57842288	57440225	10372392	10.4111	56214544	1391890	45942	14629	10254	8648	8224	7167	7222	7125	7148	6270	5511	4959	5024	5328	5607	5521842	4461204	3381738	2443927	1745527	1107409	732598	447536	293811	221035	
NIC955	UNKNOWN		UNKNOWN	69389398	68847721	16957951	8.14919	67494551	1671544	57977	18441	12454	9761	8471	7391	7202	6864	7088	5393	4173	3191	3264	3289	3524	6149953	4913643	3685535	2650663	1883253	1168638	781698	476052	328576	265074	
NIC956	UNKNOWN		UNKNOWN	90260549	88802681	19198617	10.292	87772817	2104947	64711	21616	15775	13607	12514	11145	11295	11176	11645	10394	9640	8514	8704	8849	9340	8819655	7163694	5475294	3999595	2888363	1847894	1249965	775711	502925	362698	
NIC957	UNKNOWN		UNKNOWN	86540629	85243111	19836188	8.96616	84204155	2036514	60505	19841	14447	11952	11498	10021	10244	10503	12587	8834	6767	5716	5680	6077	6412	8406719	6818135	5209682	3809703	2730061	1742299	1161840	713217	465811	334249	
NIC958	UNKNOWN		UNKNOWN	69263533	68691893	12659546	10.7891	67424610	1569365	47260	16154	12146	10655	10088	9407	9546	9996	12376	8534	5680	5307	5441	5840	6367	6650347	5444039	4143287	3020841	2178210	1343453	907038	555316	353406	248018	
NIC959	UNKNOWN		UNKNOWN	68375475	67056637	13186904	11.023	66532215	1534944	46036	15558	11181	10005	9663	8711	9270	9432	10743	8384	6902	6678	7210	7684	8393	6550353	5389607	4135736	3055644	2252631	1410074	955950	589795	373557	260232	
NIC961	UNKNOWN		UNKNOWN	41711259	37925359	8384579	7.88045	40589532	968751	28292	8892	6357	5492	4905	4391	4517	4752	6060	4242	2820	2487	2459	2682	2867	3546930	2866510	2205173	1669865	1315964	973785	785938	579427	403857	272705	
NIC962	UNKNOWN		UNKNOWN	23411619	23132131	3051101	8.67434	22862933	480020	14211	4773	3589	2863	2609	2342	2280	1971	1983	1826	1798	1723	1829	1975	2095	2016070	1672519	1272258	935322	704119	402017	284870	178961	114658	81006	
NIC964	UNKNOWN		UNKNOWN	32582391	32382281	4665996	9.97286	31781347	686183	22711	7511	5701	4674	4259	3650	3615	3369	3451	2927	2931	2824	3134	3135	3453	2879360	2397283	1824724	1335904	999009	577928	411331	260502	170522	130247	
NIC965	UNKNOWN		UNKNOWN	76849598	75888098	13637555	9.57802	74770967	1752065	54579	18136	13430	11228	10578	9118	9306	9038	9092	8085	7515	6921	7182	7872	8605	7544614	6216730	4776657	3510593	2562468	1618783	1117679	707559	466913	345281	
NIC970	UNKNOWN		UNKNOWN	53434161	53055095	9021436	11.4022	51963821	1229401	40047	13950	10195	8732	8138	7609	7655	7466	8287	6613	5485	5110	5200	5850	6251	5106985	4201743	3220231	2355851	1716546	1065242	721087	446723	280338	197578	
NIC972	UNKNOWN		UNKNOWN	103712274	99685871	27017046	9.27277	100890622	2411534	73476	23603	16966	14068	12936	11769	11928	12003	14313	10925	8133	7247	7473	8221	8952	9289927	7510002	5764754	4290274	3178481	2092057	1422029	870024	530452	350741	
NIC975	UNKNOWN		UNKNOWN	63967506	63421426	11892158	13.4432	62174279	1427113	43122	15123	11736	10043	10082	9165	9782	9936	11265	9661	8476	8456	9047	10029	11334	6321272	5235162	4016393	2952873	2162603	1335568	904235	556912	356715	256110	
NIC977	UNKNOWN		UNKNOWN	61102365	59984782	10965668	9.77642	59448083	1405795	46340	15615	11181	9208	8530	7605	7679	7025	7265	6372	5846	5340	5580	6100	6652	5784706	4792820	3691549	2728818	2003139	1238171	846820	528540	340622	250703	
NIC980	UNKNOWN		UNKNOWN	58866768	57797092	13424985	10.1973	57208008	1423567	51376	16284	11797	8557	7643	7054	7131	6724	6484	5255	4581	3747	3830	4032	4204	4976581	3971636	2991087	2168963	1561738	956122	643718	400226	297822	278580	
NIC983	UNKNOWN		UNKNOWN	36089076	35755017	5843432	8.31692	35139532	823464	26815	9285	6463	5007	4282	3859	3943	3639	3447	3020	2665	2505	2553	2908	3253	3396738	2796326	2139694	1574485	1145123	705223	477369	294329	187761	131196	
NIC986	UNKNOWN		UNKNOWN	68186762	53537153	10014486	4.50266	66459450	1511313	47200	14805	10757	8751	7985	7045	7071	6401	6145	5513	4966	4467	4648	4885	5263	5297359	4559769	3784708	3235174	3109152	2954553	3228574	3054487	2462988	1656135	
NIC987	UNKNOWN		UNKNOWN	57949114	57363449	10597739	12.7774	56292165	1357066	45129	15008	11669	9746	9466	8967	9215	9347	10288	8634	7439	7304	7538	8289	8795	5654837	4697603	3638105	2703753	2000407	1250645	848518	524337	363987	303175	
NIC988	UNKNOWN		UNKNOWN	55430761	55037546	9627954	10.9872	53927305	1271966	38923	12739	9867	8070	7688	7066	7302	7201	8004	6459	5260	4860	5337	5833	6265	5323002	4346725	3306491	2397170	1733723	1067701	715654	438646	281616	206563	
NIC989	UNKNOWN		UNKNOWN	68109843	67541149	13211321	9.50906	66274506	1574580	50386	17086	12654	10355	9607	8620	8527	8475	9187	6962	5477	5255	5372	5749	6285	6575327	5408138	4147603	3038809	2197270	1361446	918077	560942	356022	241449	
NIC99	UNKNOWN		UNKNOWN	42605657	42025670	5785477	10.5621	41574275	853329	30455	11474	8582	7399	7080	6395	6303	6079	6305	5700	5568	5431	5428	5357	5565	3806445	3335018	2672218	2073867	1682036	982097	736876	487915	358657	329529	
NIC993	UNKNOWN		UNKNOWN	49149583	48427648	11117140	8.20682	47855991	1135321	34867	11282	7967	6401	5645	4853	4678	4663	4770	3825	3170	2447	2660	2708	3179	4420193	3523909	2637244	1895389	1348851	830728	554102	335332	214821	156937	
NIC994	UNKNOWN		UNKNOWN	57970162	57502640	9960817	9.92708	56388720	1344342	44485	15527	11327	9166	8589	7537	7535	7253	8000	6274	5188	4617	4978	5436	5570	5531785	4554175	3489589	2558948	1877663	1164465	792842	491720	318439	236730	
NIC999	UNKNOWN		UNKNOWN	41750331	41446656	6583170	14.0493	40656375	887629	27975	9774	7282	6261	6286	5641	5563	5641	5771	5464	5214	5721	6373	6793	7736	3774101	3137280	2386526	1744300	1302709	761690	531704	333591	210016	143901	
QG1000	UNKNOWN		UNKNOWN	55516852	55006930	4238299	11.6579	54110630	1217284	37923	12751	9936	8431	7917	7470	7618	7468	7401	6695	5910	5400	5245	5095	5192	5311846	4256773	3182153	2282381	1633019	1003364	671106	412660	258975	172156	
QG1004	UNKNOWN		UNKNOWN	69290300	68898882	6501980	14.8281	67396726	1627286	50504	16989	13364	11983	11195	10543	11031	11112	11757	9896	8619	7751	7416	7416	7300	6397602	5045290	3744966	2663253	1869289	1161478	747132	447979	279571	188344	
QG131	UNKNOWN		UNKNOWN	71209168	70401545	16189235	8.05883	69460072	1542374	50175	16185	11115	9361	8617	7758	7565	6980	7631	5509	4826	3572	3563	3661	4018	6454375	5274341	3969712	2872389	2087318	1221276	839025	521579	327107	223793	
QG2716	UNKNOWN		UNKNOWN	55160969	54554215	4231475	15.9869	53591345	1323574	43524	15065	11461	10390	9768	9238	9306	9394	9902	8960	8007	7293	7464	7297	7165	5038110	4022279	3030893	2192144	1565405	978772	637819	382462	243094	168637	
QG2724	UNKNOWN		UNKNOWN	64201130	62945005	13611134	11.6292	62445021	1423697	44436	14907	11786	10137	9535	8706	8851	8730	9238	7860	7069	6537	6868	7512	8511	5916465	4904491	3755103	2789655	2077108	1247942	862306	534357	342473	237369	
QG2726	UNKNOWN		UNKNOWN	59158391	58524452	13550705	10.2994	57625480	1293130	40451	13611	9987	8415	7665	7136	7182	7232	7693	6070	5053	4520	4756	5372	5917	5379028	4416439	3341506	2435880	1793952	1069714	749516	476432	306756	213728	
QG2770	UNKNOWN		UNKNOWN	67876336	67464766	5277719	17.3015	65977448	1609206	51439	17470	13764	12688	12244	11525	11862	12103	13300	11136	9111	8509	8612	8299	8081	6170601	4851239	3578632	2529399	1769104	1099685	699583	414243	253436	165827	
QG2896	UNKNOWN		UNKNOWN	33400586	32904997	5293070	8.74905	32536453	747282	27322	8619	6369	5079	4524	4146	4007	3412	3396	2962	2842	2424	2584	2664	2803	3053360	2541476	1947118	1440926	1076394	652021	454473	290464	188559	143431	
QG2897	UNKNOWN		UNKNOWN	56318448	55623479	12317815	9.31153	54847302	1256579	45740	14366	10521	8364	7613	6937	6916	6391	6157	5281	4640	3796	4058	4273	4459	5125660	4222133	3209362	2352427	1726584	1023830	703219	439126	279938	201585	
QG2898	UNKNOWN		UNKNOWN	33278119	32815293	4586169	10.9632	32410931	729164	26207	8336	6095	4996	4643	4151	4223	3667	3953	3640	3368	3275	3477	3920	4034	2983065	2478975	1893553	1397028	1043282	621641	431284	271434	176440	137797	
QG2899	UNKNOWN		UNKNOWN	237621240	234041390	53836341	10.5851	231429898	5194271	175917	55993	41309	34610	32124	29264	29360	27202	27478	24357	22566	19813	20702	22870	24118	21340737	17503406	13235968	9686915	7117728	4210981	2891780	1803797	1141831	788303	
QG2904	UNKNOWN		UNKNOWN	56241960	55431428	12021129	11.0887	54767389	1219969	40968	13457	10001	8288	8178	7201	7238	6832	6817	6288	5864	5336	5574	6120	6475	5153040	4250854	3231094	2369103	1750518	1032158	713667	441736	278096	192864	
QG2905	UNKNOWN		UNKNOWN	32783905	32383086	4577134	10.0936	31952010	704621	24191	7652	5569	4684	4309	3884	3716	3501	3499	3211	2988	2952	3189	3580	3916	2982948	2482852	1897187	1392497	1038441	613005	426386	268916	169863	117867	
QG3008	UNKNOWN		UNKNOWN	56217348	55633913	11725972	8.58892	54799593	1223042	37325	12755	9154	7275	6673	5867	6092	5561	5411	4594	4003	3686	3783	4176	4451	5161300	4228331	3193567	2324113	1688798	995219	689615	425884	267589	180324	
QG3009	UNKNOWN		UNKNOWN	29389952	29139279	4025506	9.66396	28650573	634915	20343	6686	5062	3976	3741	3279	3289	2987	3180	2693	2421	2405	2642	2833	2928	2646261	2191825	1664568	1220298	905324	530077	371514	233821	149210	104480	
QG3010	UNKNOWN		UNKNOWN	49246687	48611250	7296197	8.18657	48038333	1067112	34130	11683	8843	7055	6882	6508	6704	6523	7632	4495	2568	2374	2464	2474	2814	4635704	3876094	2978009	2214139	1649400	985124	692116	435007	274988	190642	
QG3011	UNKNOWN		UNKNOWN	50925670	47692702	10485466	8.94646	49646972	1096172	32171	10683	8785	7226	7198	6643	7421	7826	10643	6021	3637	3071	3280	3637	3819	4588380	3872547	3067797	2376597	1858655	1171181	829727	516520	311300	199271	
QG3013	UNKNOWN		UNKNOWN	454773596	449736028	75676838	10.2753	443191365	9937049	328717	113415	86334	72162	73265	65797	68458	67169	75831	49914	34888	33599	35959	37873	40908	42516317	35449070	27272529	20229176	15099029	8945077	6240921	3904086	2485220	1772217	
QG3024	UNKNOWN		UNKNOWN	38396176	36147023	7594575	9.36358	37388258	838442	25902	9086	6710	5687	5497	4805	5080	4905	5456	4170	3531	3365	3448	3913	4225	3459025	2908267	2291998	1764873	1359540	858109	604275	372476	221095	140578	
QG3037	UNKNOWN		UNKNOWN	61555197	60679153	14235493	7.88468	60033309	1344539	42606	14973	11125	8490	8169	7062	7943	7982	10320	5808	2897	2612	2450	2517	2635	5769808	4779743	3661781	2709987	2007469	1198804	838008	529548	341436	238188	
QG3038	UNKNOWN		UNKNOWN	49144939	47084088	10336922	6.57216	47920120	1089312	35102	11747	8317	6142	5690	5303	5599	5241	6839	4204	2373	1999	1883	2071	2033	4365737	3636615	2823455	2143732	1663005	1102291	857319	603895	408252	279530	
QG3055	UNKNOWN		UNKNOWN	72052534	71168276	15649863	11.1205	70158165	1586063	49306	16613	13070	10882	10348	9157	9845	9472	11090	8297	6127	5775	6470	6964	7790	6572686	5397838	4095044	3000082	2213799	1311455	909593	572909	360740	248059	
QG3064	UNKNOWN		UNKNOWN	52956714	51342599	10395170	6.62913	51631755	1171121	40115	13497	9459	7470	6552	5488	5551	4981	4851	3646	3061	2313	2343	2366	2546	4772742	3994135	3081977	2292833	1700035	1012360	730429	484073	356771	303586	
QG3514	UNKNOWN		UNKNOWN	58554491	58126850	4791491	10.8717	57004071	1367277	42329	13627	10343	8400	7885	6984	7188	7284	7187	6373	5461	4804	4739	4590	4590	5516914	4364911	3254366	2317500	1618789	1017075	654771	392946	246378	166485	
QG3521	UNKNOWN		UNKNOWN	51790437	51504974	3901325	15.8798	50396482	1188103	35069	11740	9528	8153	8245	7585	7869	7985	8248	7466	6831	6439	6544	6260	6236	4684234	3677041	2707367	1912290	1350968	827415	537375	324276	200789	133246	
QG3522	UNKNOWN		UNKNOWN	69767279	69222400	5550787	14.8548	67875027	1628235	51805	16404	13149	11255	10854	10328	10565	10671	11536	9631	8161	7337	7333	7435	7309	6267282	4929629	3637784	2585059	1820488	1122221	730346	433969	270768	183349	
QG3523	UNKNOWN		UNKNOWN	70092380	69181235	7132437	11.3116	68193499	1542143	48430	16855	13084	10917	10586	9812	9973	10293	12192	9910	7824	7070	7575	8097	8663	6667231	5578790	4332723	3245623	2423703	1487971	1021039	641891	433242	353490	
QG3526	UNKNOWN		UNKNOWN	65951845	65554522	4933451	16.2423	64156618	1515232	46318	15952	12979	11348	11497	10764	11212	10958	11766	10298	9366	8462	8319	8469	8297	6086309	4814227	3575692	2539629	1811432	1106550	719305	430743	271778	191630	
QG3529	UNKNOWN		UNKNOWN	33506971	29947141	1857882	21.3466	32520192	708615	25763	12289	11035	10926	11230	10872	11188	11384	13031	10966	9395	8588	8283	8472	8553	3087776	2620396	2094452	1642802	1345894	938316	741005	556329	440484	373248	
QG3533	UNKNOWN		UNKNOWN	32853470	32319523	1808331	29.3983	31811642	698590	25672	12592	12055	12539	13252	13243	13671	13916	15720	13876	12585	11884	11883	11378	11638	3239172	2735087	2156428	1645741	1304832	832293	575928	368771	261494	207323	
QG3535	UNKNOWN		UNKNOWN	26580104	26358342	5012748	9.38963	25897998	584958	19383	6489	4858	3641	3385	3110	3118	2847	3288	2390	1925	1813	2099	2184	2283	2413438	1988714	1511449	1108266	811744	480005	332015	205834	132212	92982	
QG3539	UNKNOWN		UNKNOWN	22878885	22638172	4116361	8.22148	22312873	496608	16047	5399	3895	3185	2722	2446	2379	2208	2084	1750	1491	1284	1307	1495	1606	2025331	1667853	1257029	913251	674257	388478	271718	169179	107194	73619	
QG3543	UNKNOWN		UNKNOWN	26774748	26564484	3102582	10.7585	26084550	588583	19714	6767	5141	4533	4129	3706	3784	3551	3561	2997	2442	2280	2399	2526	2888	2423889	2023176	1551353	1144838	851755	504066	354616	220698	139546	100538	
QG3545	UNKNOWN		UNKNOWN	29751951	28411068	6652258	8.38591	29001503	657442	20342	6770	5124	3938	3594	3152	3172	2885	3191	2460	1765	1763	1718	1887	2081	2640037	2174136	1643597	1200859	874555	515064	359666	226024	145675	103420	
QG3546	UNKNOWN		UNKNOWN	45092701	44732560	7000233	12.1052	43923670	984352	31146	10580	8375	6999	7004	6133	6227	5910	5978	5068	4768	4670	4881	5229	5901	4077539	3350209	2541156	1855701	1377022	812905	562567	349545	217595	148550	
QG3547	UNKNOWN		UNKNOWN	34423640	33975634	7084097	7.57899	33556463	762794	23947	7987	5568	4354	3735	3201	3142	2851	2927	2257	1976	1709	1839	1999	2192	3047250	2470754	1854268	1341343	971800	566983	394741	245742	156486	109381	
QG3785	UNKNOWN		UNKNOWN	36883289	36185134	6889352	12.3147	35845919	872040	27578	9362	7226	5603	4986	4846	4962	5088	5527	4859	4152	4011	4042	4277	4397	3345074	2689886	2040390	1495037	1090669	723805	512101	340779	228509	152243	
QG3786	UNKNOWN		UNKNOWN	32947979	32679702	6213460	8.67455	32088609	741136	26197	8786	6253	4718	4259	3694	3503	3319	3392	2579	2010	1967	2012	2331	2727	2928995	2415582	1824111	1329905	972759	563697	390256	241433	156750	116234	
QG3789	UNKNOWN		UNKNOWN	27514281	27227812	5406732	8.76035	26822042	604133	19259	6709	4888	3867	3295	2929	3146	2983	3499	2302	1745	1478	1523	1732	1938	2468514	2018226	1522492	1103461	808336	477738	334762	209234	131575	91243	
QG3790	UNKNOWN		UNKNOWN	35228721	34970803	7326430	9.18996	34337346	775166	26320	8620	6027	4860	4434	4272	4141	4005	4282	2936	2081	1950	2224	2444	2694	3185075	2607029	1961475	1421682	1032174	602201	416271	254090	159107	110145	
QG3793	UNKNOWN		UNKNOWN	35773511	35465290	6912712	7.78895	34882887	778346	26154	8587	6493	4843	4365	3633	3597	3137	2883	2373	2007	1930	1955	2190	2492	3121580	2560063	1934409	1407529	1034456	593603	414289	256642	164319	115670	
QG3795	UNKNOWN		UNKNOWN	43867548	43446568	10044744	8.45536	42774460	952084	29133	9909	7337	5537	5213	4461	4720	4445	4995	3511	2469	2179	2421	2781	3188	3935169	3213700	2401203	1740081	1268156	745280	518940	325820	207424	141363	
QG3797	UNKNOWN		UNKNOWN	25598934	25369048	5409293	8.11841	24944579	573651	19126	6148	4336	3441	2920	2689	2568	2400	2445	1788	1454	1327	1369	1493	1697	2231405	1818712	1367827	990711	722173	424412	293322	181577	115702	79904	
QG3799	UNKNOWN		UNKNOWN	33606097	33156325	6720770	8.58025	32744908	747877	24773	7961	5886	4679	4371	3722	3501	2943	2904	2432	2210	1918	2043	2314	2624	2840144	2320800	1746178	1272417	940932	560338	402636	257988	167374	115914	
QG3800	UNKNOWN		UNKNOWN	39638865	39390245	9629438	8.32958	38668358	850133	27637	9290	6971	5519	4961	4270	4225	3947	4443	2994	2025	1910	2087	2283	2620	3528631	2883514	2162851	1556822	1136193	653925	454323	277672	173939	119696	
QG3805	UNKNOWN		UNKNOWN	33713393	33203957	5978003	9.56054	32786519	803922	27051	8789	6475	5016	4659	4149	4029	4278	4676	3758	2947	2494	2477	2514	2617	3116124	2540743	1956938	1452666	1050014	668346	444440	270474	171643	117877	
QG3807	UNKNOWN		UNKNOWN	78699599	78136024	18187005	7.7885	76735377	1732456	57363	18267	13138	9953	9022	7860	7651	7122	6973	5017	4079	3707	4152	4528	5230	6892031	5626823	4229212	3054617	2218398	1281851	887738	546654	340176	232292	
QG3808	UNKNOWN		UNKNOWN	28960355	28494732	6291035	7.6371	28230312	640496	21350	7301	5072	3989	3517	3091	3093	3058	3219	2126	1580	1328	1497	1605	1862	2593483	2142962	1625318	1196077	886630	536877	383749	245155	159358	110104	
QG3809	UNKNOWN		UNKNOWN	31479713	31213917	6694914	8.60171	30663042	709140	23940	8311	5753	4377	4189	3565	3517	3382	3477	2665	2194	1732	1899	2093	2353	2863475	2352371	1785506	1301172	947903	564591	386853	239452	154889	112445	
QG3811	UNKNOWN		UNKNOWN	23845391	23354058	4522591	8.01473	23268777	502750	14638	4612	3640	2910	2602	2299	2296	2114	2039	1917	1604	1553	1650	1839	2001	2134694	1749935	1332365	978580	730475	435894	305401	189738	117979	82333	
