Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
NIC1054	UNKNOWN		UNKNOWN	28870265	26073305	5253196	5.35903	27957193	830178	39047	7102	3550	2353	1750	1927	2148	2371	3394	1827	1178	1095	1177	1098	979	2359329	1986078	1556501	1190044	924506	628554	498285	374040	275441	207157	
NIC1055	UNKNOWN		UNKNOWN	49964303	49616247	7991312	2.3706	48337215	1503271	76712	13596	5759	3090	1902	1465	1395	1377	1896	1241	787	657	735	799	816	4171580	3463550	2669020	1959752	1431174	849246	585880	370527	226028	140089	
NIC1057	UNKNOWN		UNKNOWN	44545349	44402273	3084177	5.08905	43189129	1230989	56405	10128	4780	3093	2544	2515	2458	2492	2879	2417	2367	2518	2578	2653	2667	4009921	3451337	2713538	2049516	1537180	892505	629301	396220	240239	144073	
NIC1058	UNKNOWN		UNKNOWN	26979634	26816304	5856659	1.96853	26064300	840530	45226	8304	3547	1949	1019	771	645	446	456	406	438	422	527	588	642	2289364	1913307	1495280	1121308	823286	490054	331376	207884	130380	78324	
NIC1059	UNKNOWN		UNKNOWN	29701760	29571328	6187270	7.00831	28660931	923520	46454	8074	3493	2525	1946	1664	1762	1799	2060	2140	2142	2194	2570	2767	2338	2550792	2137390	1675377	1255512	922178	558390	380147	239682	147825	87554	
NIC1060	UNKNOWN		UNKNOWN	38648677	38257726	8193126	2.70757	37351196	1189873	58053	9965	3907	2176	1425	1181	1171	1129	1297	1059	881	880	952	1067	1185	3513632	2941979	2283471	1684536	1199580	731595	489264	300802	179282	106842	
NIC1062	UNKNOWN		UNKNOWN	57144705	56962455	11279495	5.39934	55259848	1725403	86968	15519	6974	4183	2842	2379	2670	2592	3366	2951	3161	3112	3259	3801	1916	4914475	4087031	3139041	2305683	1652373	966074	657469	405039	248102	146155	
NIC1069	UNKNOWN		UNKNOWN	56496575	52029373	7687949	3.17155	54756962	1600047	81076	15022	6412	3629	2567	2191	2188	2179	2372	1894	1639	1540	1622	1556	1322	4389976	3714573	2905654	2207225	1724778	1099246	860151	607405	416716	295344	
NIC1103	UNKNOWN		UNKNOWN	48619918	47948838	11170374	5.39694	47026420	1444135	71426	14256	6661	4324	2645	3104	3465	3697	5044	2665	1422	1390	1314	1474	1687	4110599	3430321	2647445	1958038	1426036	839743	574065	366293	232809	154326	
NIC1104	UNKNOWN		UNKNOWN	32987716	32812731	2290708	7.55704	31974447	901374	41304	7035	3153	2497	2407	2216	2491	2610	2941	2826	2749	2896	2951	3085	3132	2813571	2425934	1919993	1467856	1132871	654043	470102	297179	182329	109517	
NIC1106	UNKNOWN		UNKNOWN	29963903	28498156	5380412	2.31163	29031183	861021	41503	7115	2961	1755	1180	1032	950	538	712	544	563	514	554	726	727	2304738	1935209	1511836	1150858	883461	553032	418671	287626	191402	132971	
NIC1117	UNKNOWN		UNKNOWN	59260738	47446896	7317782	2.70038	57509397	1623462	77351	13963	6033	3320	2301	1886	2017	1644	1776	1679	1885	1604	1507	1645	1025	4309881	3608484	2832316	2205070	1761371	1226467	1008199	772637	597360	526008	
NIC1123	UNKNOWN		UNKNOWN	28875535	28764196	515391	8.69242	27880624	898895	44956	8006	4052	3112	2677	2546	2708	2846	4435	2519	1293	1175	1270	1321	1044	2421917	1939696	1466942	1050389	729821	448357	282732	170271	100333	56373	
NIC1124	UNKNOWN		UNKNOWN	54208289	49661843	7589745	5.66136	52384598	1605470	82747	15977	7277	4693	3648	3365	3349	3090	3170	3488	3587	3850	4051	4229	4468	4584270	3897799	3102036	2382282	1856770	1276628	1026817	792409	600709	453964	
NIC1135	UNKNOWN		UNKNOWN	28130551	25399613	5297469	6.84869	27198552	813471	37294	6432	3215	2369	1667	1509	1720	1854	2375	2043	1877	1996	2060	2458	2792	2284720	1906100	1504431	1156761	883645	578279	423541	295522	205029	153169	
NIC1138	UNKNOWN		UNKNOWN	40791253	39108254	7120372	1.97293	39429848	1255923	64456	11450	4290	2351	1274	923	865	802	853	790	823	831	877	973	875	3482026	2933892	2304807	1744351	1299495	813461	579954	384011	249711	167149	
NIC1141	UNKNOWN		UNKNOWN	38515719	35068415	7156229	2.70811	37300021	1111320	56811	9795	4001	2167	1297	1127	900	849	864	945	1112	1148	1134	1299	1201	3053559	2572032	2015552	1522552	1151913	739020	567458	419909	332007	303612	
NIC115	UNKNOWN		UNKNOWN	51600017	51266648	7189280	5.38861	49786254	1638243	88186	16554	8062	5515	4261	4013	4071	4257	7276	3916	1707	1514	1455	1556	1498	4816179	4037412	3180250	2376475	1706496	1101856	718371	444240	266538	148547	
NIC117	UNKNOWN		UNKNOWN	65253042	65163344	14672476	3.25748	63054317	2015664	110064	20057	8905	4919	3132	3139	2903	2910	4770	2511	1397	1334	1466	1705	1102	5844071	4972345	3915951	2947543	2166711	1286287	879637	547070	333838	195214	
NIC1183	UNKNOWN		UNKNOWN	41854592	41605809	8783768	6.28089	40419044	1272891	62438	10711	4806	3418	2223	1912	1914	2022	2399	2509	2788	3025	3373	3271	3446	3690694	3087018	2395364	1770424	1277931	776636	525703	325806	197029	116086	
NIC119	UNKNOWN		UNKNOWN	54890404	54764504	8726569	4.96177	53056977	1668363	81492	14973	7228	4388	3917	3799	3359	3545	5604	3606	2626	2142	2329	2935	1879	5355179	4534512	3576486	2673668	1905950	1198725	780390	475326	285120	161305	
NIC1190	UNKNOWN		UNKNOWN	35174753	34017422	7147433	3.27942	34040992	1045492	51353	8412	3494	1813	1401	1248	1200	1162	1626	1200	939	1025	1132	996	793	2945379	2457628	1900864	1412250	1034076	636956	458520	314005	219025	161986	
NIC1202	UNKNOWN		UNKNOWN	50965192	50665936	7789848	5.61115	49225477	1553382	80135	14356	6752	4442	4178	3440	3783	3546	3541	3626	3516	3646	3707	4310	3567	5196730	4453403	3555866	2683610	1933758	1230698	790163	484091	287147	158964	
NIC1204	UNKNOWN		UNKNOWN	46766723	41701511	8933182	2.26984	45296515	1359337	67622	11710	5063	2570	1685	1314	1274	993	1057	1023	1191	1197	1335	1574	1051	3741703	3152959	2488322	1922425	1507960	1053040	877578	701272	545676	417858	
NIC1205	UNKNOWN		UNKNOWN	40460330	40089084	8386601	4.26829	39070811	1258394	66742	11601	4533	2672	1915	1772	1836	1848	1902	1721	1627	1664	1910	1854	1859	3541578	2975079	2323512	1742166	1268888	771665	524065	327174	199404	120657	
NIC1218	UNKNOWN		UNKNOWN	37196995	34456476	7042832	3.0608	36001321	1103496	53176	9708	3673	2203	1605	1231	1490	1448	1703	1262	1002	903	1041	1058	867	2982076	2518023	1988475	1525497	1160231	738334	560543	435024	377723	359855	
NIC1220	UNKNOWN		UNKNOWN	38665924	35701306	6867284	2.78402	37382917	1160496	64981	12985	5188	2810	1716	1302	1319	1243	1613	1236	1071	1097	1315	1555	1532	3558248	3059397	2449045	1871618	1410493	899029	637614	427051	291858	215685	
NIC1221	UNKNOWN		UNKNOWN	28960501	26642950	5517389	2.88341	28079741	809321	38964	6699	2899	1531	1220	1013	1044	916	1088	885	1004	895	956	982	893	2343371	1999595	1583280	1222921	965682	658699	553853	434639	322616	227572	
NIC123	UNKNOWN		UNKNOWN	91141225	90730816	23485728	6.01013	87953600	2886491	153722	28506	13839	8791	6165	5586	5920	7945	15718	7618	2016	2229	2091	2063	2085	7793974	6442531	4996429	3700369	2667543	1622927	1056478	643576	380299	213938	
NIC1267	UNKNOWN		UNKNOWN	30355120	30266476	4413786	4.05632	29240875	1007881	56540	10642	4479	2667	1648	1385	1319	1293	1430	1303	1294	1253	1243	1432	1183	2693697	2247434	1769710	1328195	954538	612918	397030	247975	149003	81425	
NIC1283	UNKNOWN		UNKNOWN	41522318	41401750	6592545	7.22562	40016622	1323594	71629	12829	6143	4186	3070	2823	3142	3248	3399	3417	3440	3460	3536	3878	3910	3749738	3173004	2519621	1914165	1416594	878080	589544	369402	225375	130317	
NIC1288	UNKNOWN		UNKNOWN	36629579	36491532	3146993	8.7484	35547135	959724	41820	7754	3983	3627	3372	3667	3705	3867	4342	3429	3133	3234	3251	3409	3164	3090389	2675310	2108162	1605329	1241340	706369	509280	324212	197135	120102	
NIC1292	UNKNOWN		UNKNOWN	53404755	53262014	6887536	5.87854	51562783	1648311	86935	16354	6936	4361	3328	3146	3252	3261	3540	3467	3580	3467	3531	3621	3479	4694558	3966916	3135558	2369798	1752402	1075594	721174	451306	273919	160278	
NIC1302	UNKNOWN		UNKNOWN	31116280	31037256	2046290	3.44416	30209652	836372	38014	6758	2812	1606	1284	1401	1270	1173	1275	1155	1252	1124	1158	1188	1028	2629084	2278463	1815590	1389621	1078495	611415	446461	284670	175863	107975	
NIC1304	UNKNOWN		UNKNOWN	26155357	26058322	4624241	9.33075	25202156	827055	41087	7108	3505	2521	2042	2040	2218	2422	2887	2511	2651	2587	2616	2899	2643	2328323	1929928	1513947	1127776	808533	513001	327219	199318	119932	66083	
NIC1308	UNKNOWN		UNKNOWN	30842253	30767244	5387356	3.64588	29718762	1025141	57516	10301	4308	2379	1625	1355	1461	1289	1565	1240	1154	1042	1016	1219	824	2772864	2315463	1835846	1374262	982341	632787	414227	258456	155366	86261	
NIC1407	UNKNOWN		UNKNOWN	37550084	37423498	6817113	10.6411	36153759	1197679	61207	10874	5883	4182	3564	3355	3699	4004	4653	4318	4493	4512	4674	4994	4724	3392446	2822432	2230107	1671228	1207195	768232	494349	303869	185223	102635	
NIC1421	UNKNOWN		UNKNOWN	30022178	29860342	5058569	4.80935	28990104	938750	45706	7791	3432	2277	1780	1551	1471	1368	1555	1488	1428	1525	1562	1686	1311	2721633	2258510	1764223	1306406	918841	585364	376298	229868	137162	75962	
NIC1423	UNKNOWN		UNKNOWN	52501572	52291734	9601194	7.83362	50622058	1661734	82509	14282	6696	4684	3864	3902	3848	4399	5889	4582	3643	3821	3969	4119	4189	4685382	3869708	3025731	2245394	1600325	1017263	645631	392326	232912	125307	
NIC1442	UNKNOWN		UNKNOWN	20011799	19960389	3263498	2.61816	19314737	639393	32974	5938	2669	1407	946	720	515	538	517	585	470	495	547	571	517	1782480	1480081	1164121	864779	617686	394559	255964	157997	92880	51053	
NIC1491	UNKNOWN		UNKNOWN	25048680	24978656	4302277	2.8648	24181987	794865	39561	6963	2950	1431	983	794	637	630	684	711	708	754	828	825	796	2219435	1837469	1436506	1067022	759009	485773	312451	191862	113085	60977	
NIC1525	UNKNOWN		UNKNOWN	27344366	27271456	4915907	5.01654	26354932	895300	48918	9562	4297	3148	2609	1965	2069	2180	3431	2040	830	919	962	998	809	2539104	2139557	1709004	1302953	951171	612298	395892	246473	148570	81850	
NIC1528	UNKNOWN		UNKNOWN	51821962	51617536	9435349	5.32135	49984487	1671326	86445	15467	7315	5308	3733	3382	3389	3315	4620	3330	2212	2104	2116	2448	1562	4596457	3800784	2977374	2218310	1579485	1011026	651910	402932	242427	135030	
NIC1529	UNKNOWN		UNKNOWN	27194316	27140974	4491471	3.71805	26257849	858907	43035	7057	3293	2161	1793	1191	1311	1334	1873	1275	730	735	707	806	686	2450356	2032536	1594617	1191300	845814	540464	345862	212420	125047	67190	
NIC1533	UNKNOWN		UNKNOWN	33320809	33258495	3643599	1.83558	32192710	1041892	57108	10598	4554	2327	1602	1150	894	841	814	573	487	452	440	464	425	2841869	2419751	1906061	1447281	1081628	643030	451103	285170	173223	104251	
NIC1535	UNKNOWN		UNKNOWN	29726686	29648096	4578443	3.04866	28684917	958182	50520	8602	3628	2125	1630	1208	1062	1088	1313	969	734	666	723	879	638	2621061	2167553	1696442	1261310	900283	573169	372043	227473	139935	81766	
NIC1539	UNKNOWN		UNKNOWN	32492430	31663290	5179432	3.55249	31354484	1036482	55378	9453	3751	1960	1616	1132	1085	1043	1079	1206	1187	1237	1519	2169	1591	2878212	2419626	1933029	1471444	1087040	718120	475701	295147	171813	95848	
NIC1540	UNKNOWN		UNKNOWN	48396671	48109295	8111019	1.40027	46620591	1631036	97179	18660	7107	3733	1897	999	809	713	749	747	679	625	542	696	577	4252152	3511347	2771593	2076820	1499344	967487	626157	386987	230450	127175	
NIC1562	UNKNOWN		UNKNOWN	31520782	31303485	5591240	6.81925	30406074	995945	52995	9604	4664	3264	3275	2840	2674	2492	2448	2336	2400	2362	2477	2913	2022	2874253	2421071	1926685	1464709	1074379	697668	455287	283081	175482	100978	
NIC1589	UNKNOWN		UNKNOWN	28157991	27987320	4569678	1.48673	27168035	915093	50055	9462	4561	2489	976	691	480	517	622	459	336	394	348	363	254	2477114	2066057	1629872	1223881	885974	567441	369240	228196	136364	76558	
NIC1590	UNKNOWN		UNKNOWN	36731083	36501611	5671883	3.61797	35458593	1165843	61236	10346	4478	2317	1635	1413	1299	1339	2077	1439	871	925	1099	1587	1275	3207617	2658336	2069890	1529227	1094422	688233	447832	275823	162670	92901	
NIC1591	UNKNOWN		UNKNOWN	43055549	42811857	7524200	2.57058	41574244	1360831	71791	13877	6372	2974	1921	1448	1332	1389	1647	1337	987	877	964	1008	938	3823574	3188212	2522054	1892395	1368275	877662	569712	351471	208158	116692	
NIC1593	UNKNOWN		UNKNOWN	31544714	31208812	5066668	6.65107	30419886	997183	52823	9494	4457	3052	2408	2112	2066	2221	2855	2277	2024	2037	2144	2318	2205	2726833	2264904	1792435	1354525	989147	630841	410651	252410	155213	88492	
NIC1595	UNKNOWN		UNKNOWN	38640446	38291852	6387289	2.78303	37316091	1218638	64529	10809	4259	2306	1593	1355	1166	1435	1778	1252	988	783	780	800	799	3432809	2851276	2235767	1657310	1182197	754708	492300	305962	184036	107191	
NIC1598	UNKNOWN		UNKNOWN	32225890	32001663	2328196	3.57441	31252670	892078	44837	7792	3283	1638	1352	1233	1276	1167	1361	1251	1361	1436	1361	1312	1210	2718932	2351234	1864096	1436304	1114038	642129	471099	302262	187521	119380	
NIC1602	UNKNOWN		UNKNOWN	39529119	39227719	7446388	4.11783	38150036	1258954	68461	12290	5611	3031	2510	2248	2004	1755	1834	1700	1683	1623	1602	1753	1245	3549448	2962801	2330328	1741025	1248575	802349	521741	323769	195650	115314	
NIC1607	UNKNOWN		UNKNOWN	28919262	28684654	4777657	3.99885	27907534	920202	49629	8406	3270	1900	1574	1353	1265	1310	1586	1339	1075	1040	1066	1179	1089	2583589	2152126	1689498	1261962	910931	578217	369410	225686	136498	79692	
NIC1628	UNKNOWN		UNKNOWN	33803527	33725238	2349248	2.99142	32764730	958154	48159	8384	3384	2459	1618	1358	1370	1188	1397	1170	1036	929	927	850	771	2814457	2430288	1925806	1470898	1131308	648017	473415	302650	186764	115251	
NIC1630	UNKNOWN		UNKNOWN	42045938	41776371	7568464	2.20518	40539888	1380924	76962	13889	5713	3227	2079	1405	1014	768	870	826	798	926	993	985	1068	3714235	3093689	2418807	1801264	1290939	827988	546006	333775	198193	114721	
NIC1631	UNKNOWN		UNKNOWN	34545500	34326902	5202192	1.67847	33337126	1115114	61347	10993	4113	1968	1321	852	624	584	878	563	395	420	534	680	541	3058680	2543874	1992910	1482700	1068079	682753	446392	275123	165357	100046	
NIC1632	UNKNOWN		UNKNOWN	22457673	20977879	3452067	3.01583	21682737	706106	38637	7995	2822	2313	1948	1218	1001	943	1134	1210	741	593	562	505	522	1864192	1562201	1255227	980749	766558	586345	489541	396068	297472	193108	
NIC1633	UNKNOWN		UNKNOWN	38940317	38687679	8620499	2.88572	37699414	1143003	58608	10571	3946	3013	2324	1381	1276	1368	1258	1751	960	663	720	671	639	3371484	2802822	2154801	1577926	1131712	660951	446008	272208	162960	96069	
NIC1635	UNKNOWN		UNKNOWN	48920544	48521611	9072850	2.94901	47156705	1611104	93460	18635	7138	4884	3839	2219	1880	1784	1789	2391	1322	1049	908	772	785	4250524	3528010	2780342	2081930	1493895	951668	616834	380750	232660	132981	
NIC1645	UNKNOWN		UNKNOWN	114530500	113635177	13306028	2.70882	110682631	3507149	204498	39385	17335	8731	5736	4509	3891	3516	3912	3505	3330	3185	3283	3268	3143	10143888	8648389	6865453	5244412	3940305	2410937	1662676	1043863	638401	383111	
NIC1660	UNKNOWN		UNKNOWN	17822601	17691359	3132706	3.56811	17219542	552806	28636	4821	1945	1157	886	776	737	704	685	602	708	637	670	636	481	1580191	1316868	1031027	766299	551051	349205	229145	143174	86900	49953	
NIC1661	UNKNOWN		UNKNOWN	27644334	26986652	5134667	3.36861	26693544	872015	46880	7645	3050	1733	1421	1095	1020	1065	1681	1055	641	620	804	1017	796	2411113	2003952	1577680	1185237	855322	552043	361519	230405	146535	97169	
NIC1662	UNKNOWN		UNKNOWN	34081833	29290617	4867570	1.68004	33022772	980670	50912	8047	3213	1590	1123	694	615	630	568	503	575	493	562	629	521	2634092	2217315	1762611	1342293	992493	675735	473845	337308	270043	264777	
NIC1663	UNKNOWN		UNKNOWN	28537468	28225127	5013764	2.2981	27536012	920682	51741	8525	3270	1478	1148	839	676	716	1005	731	544	548	591	674	658	2502849	2087748	1641177	1233756	895674	574972	378871	235999	143722	86190	
NIC1664	UNKNOWN		UNKNOWN	39856213	39625182	6727977	4.13835	38516641	1227877	61880	10256	4449	2770	2120	1884	1638	1877	3346	1914	929	925	1050	1235	1038	3488071	2859916	2209887	1616763	1140018	712300	459777	279847	164756	93197	
NIC1665	UNKNOWN		UNKNOWN	46787203	46054645	8664640	1.42856	45113148	1542726	88719	17276	7091	3488	1750	1377	871	765	1282	796	398	398	403	469	457	4066086	3398507	2701221	2042622	1481953	963148	636636	399928	249199	154689	
NIC1666	UNKNOWN		UNKNOWN	40525160	40157374	7136430	4.9366	39130644	1265778	67929	11105	5020	3126	2568	2176	2088	2225	3332	2248	1543	1584	1716	2009	1426	3528486	2920340	2284809	1692599	1220889	774237	509212	319857	196210	119017	
NIC1667	UNKNOWN		UNKNOWN	36252939	34823644	5586494	1.87344	35002375	1150119	65199	11954	4883	2892	1991	1215	932	655	552	578	539	633	556	687	594	3092146	2567686	2007149	1495337	1087207	706207	484631	326949	229343	173913	
NIC1681	UNKNOWN		UNKNOWN	31202904	30853118	5383909	3.65939	30129401	977927	52016	8677	3411	2594	2024	1495	1349	1219	1270	1087	1121	1146	1199	1326	1430	2849935	2395257	1892645	1410219	1008727	663538	433390	268854	163953	97063	
NIC1688	UNKNOWN		UNKNOWN	29288179	29223128	4868495	4.69267	28271344	929480	46855	8210	3660	2357	1878	1827	1816	1653	2622	1590	874	895	838	964	826	2572748	2119233	1656151	1234532	875837	558491	357042	220735	133236	72992	
NIC1692	UNKNOWN		UNKNOWN	40425682	40188874	6514110	2.00611	38961957	1344991	79632	13949	5568	2534	1779	1308	957	884	1331	835	497	533	566	671	564	3483687	2886210	2249604	1674568	1200576	764991	502882	310189	187699	110143	
NIC1693	UNKNOWN		UNKNOWN	46189608	45702014	8333215	6.35281	44581205	1442762	73599	12811	5621	3965	3861	3442	3437	3689	5098	3513	2591	2533	2736	2839	2555	4210426	3519144	2773068	2074398	1498176	973088	627010	385324	231107	132056	
NIC17	UNKNOWN		UNKNOWN	27494202	27442062	3521769	3.63953	26647111	779929	37056	6930	2872	1736	1332	1262	1336	1243	1593	978	636	712	753	752	731	2256878	1917749	1494658	1121729	842792	486679	342696	214565	129265	77455	
NIC174	UNKNOWN		UNKNOWN	87849945	86989822	18302853	5.06692	84803158	2738952	151459	30153	13286	10313	9890	6063	5714	5150	5771	8396	4122	3340	3453	3070	3274	8251716	6879377	5389722	4005930	2826011	1793300	1149929	697977	427364	260715	
NIC187	UNKNOWN		UNKNOWN	60920894	60768681	10882185	3.71583	58808899	1932346	98901	16840	7484	4248	2954	2622	2433	2453	3447	2655	1928	1713	1839	1902	1712	5553754	4588862	3550183	2599208	1816126	1141505	734822	443427	258575	141402	
NIC188	UNKNOWN		UNKNOWN	58847004	58534679	10301703	4.55332	56774550	1884249	99420	18190	8236	5066	3777	3604	3293	3944	6371	3512	1581	1616	1755	1666	1580	5424739	4508684	3537210	2637002	1873838	1200827	771065	471884	280184	153056	
NIC19	UNKNOWN		UNKNOWN	44457176	44143957	5759132	2.56426	43014674	1320458	70821	13520	6720	3670	2065	1685	1241	1126	1227	1032	1087	1079	1087	1118	1160	3745289	3154659	2473280	1862724	1396775	838649	581587	365600	217081	128871	
NIC191	UNKNOWN		UNKNOWN	65018327	64731790	13063628	6.45917	62703074	2093221	111915	20796	10210	6240	5199	4845	5069	5579	9679	5435	2561	2645	2806	3094	2116	6000358	4987338	3878041	2852242	2007210	1277390	826630	500874	298395	170860	
NIC20	UNKNOWN		UNKNOWN	48012128	47702980	10132863	3.329	46530838	1362361	64990	12301	5912	3397	2158	1614	1595	1641	2252	1396	920	1020	1128	1339	1074	3866933	3177454	2431431	1766912	1278257	754382	514455	314130	184573	110206	
NIC21	UNKNOWN		UNKNOWN	28311463	28159583	3372920	3.14334	27461372	785328	36802	6291	2731	1595	1302	1015	960	1064	1212	914	722	783	815	851	748	2383539	2026053	1583725	1185716	889693	509196	361491	225047	137226	84751	
NIC22	UNKNOWN		UNKNOWN	65682239	65154709	10932486	6.50098	63425657	2015397	108537	19256	9529	6187	5467	4942	5105	5636	8866	5433	2999	3332	3246	3439	3178	6077445	5060285	3969270	2954392	2109975	1328256	850716	509035	298212	171284	
NIC2369	UNKNOWN		UNKNOWN	36083434	35936545	4046409	6.90417	34860165	1092988	55880	10757	5394	3666	2939	2716	2659	2857	3210	2768	2294	2033	2178	2190	2017	3062384	2544970	1988140	1483440	1086283	661024	436635	271870	165026	97033	
NIC248	UNKNOWN		UNKNOWN	51463726	34453775	7477542	1.09019	49707554	1664434	63064	10484	3999	1886	1061	838	699	763	1270	741	364	406	433	461	305	4952797	4196455	3241736	2337243	1675184	1113206	794704	529907	335600	210672	
NIC250	UNKNOWN		UNKNOWN	21063726	20624336	4926080	3.07256	20345879	662464	32219	5246	1961	1159	887	727	678	728	918	653	660	594	570	694	519	1821882	1506733	1177832	887417	639471	422523	274832	172570	104876	57139	
NIC2527	UNKNOWN		UNKNOWN	118047867	117801210	17960984	2.10071	114345578	3421729	168880	29054	11015	5656	3305	3192	2478	2101	2507	2576	2704	2756	3047	3537	2994	10135152	8753473	6974998	5341161	4044911	2382123	1675934	1054301	639333	373322	
NIC309	UNKNOWN		UNKNOWN	21500338	20972193	2739021	3.71611	20812241	631634	31000	5403	2466	1217	1050	1117	1041	976	1222	860	718	747	794	747	558	1845219	1570270	1244018	939778	708376	435301	320701	215751	144868	97543	
NIC325	UNKNOWN		UNKNOWN	32918495	32383138	4476024	8.05814	31818913	967122	47972	8786	4230	2639	2308	2417	2443	2655	3192	2614	2434	2677	2857	3391	3312	2761294	2343336	1839600	1385989	1045563	635936	460780	306781	197105	128172	
NIC327	UNKNOWN		UNKNOWN	40206923	39685738	5359663	4.3521	38888214	1203440	61824	11105	4694	2793	2044	1973	1908	1868	2205	1820	1876	1753	1923	2009	1486	3511691	2978930	2337378	1756625	1302319	791030	559690	364893	233278	148355	
NIC329	UNKNOWN		UNKNOWN	28427576	27851437	4384837	3.31113	27512260	842299	40792	9119	2987	1668	1246	1059	957	1063	1342	996	887	907	904	990	860	2431448	2063112	1614833	1217761	908666	548130	394409	260831	172373	116459	
NIC330	UNKNOWN		UNKNOWN	43493091	42923414	6639790	8.52622	42029590	1275370	61851	11142	5130	3404	2868	2857	2734	2899	3441	3639	4060	4298	4617	5112	5348	3690179	3125173	2446942	1843849	1379095	835332	598236	390911	247820	157457	
NIC331	UNKNOWN		UNKNOWN	33873731	32603787	4620189	3.65831	32763177	1021106	50228	10051	3904	2246	1811	1680	1805	1798	2189	1308	808	824	916	845	811	2876310	2438211	1911806	1433327	1066075	651934	478568	322617	215582	153336	
NIC332	UNKNOWN		UNKNOWN	23198103	22532611	2874307	3.1674	22443586	696248	35714	6474	2529	1614	985	811	913	851	1032	716	615	599	629	591	410	1885068	1590624	1242877	926989	686040	409257	297483	198425	130150	90043	
NIC333	UNKNOWN		UNKNOWN	35249707	34520153	5075434	2.73435	34069441	1085488	57092	12086	4256	2546	1579	1471	1495	1317	1567	982	684	684	781	720	767	3015025	2573380	2035205	1547381	1156082	697053	495367	325401	206227	132357	
NIC343	UNKNOWN		UNKNOWN	42360457	41389424	7331526	4.05539	40936852	1303707	68004	12202	5060	2946	2211	2112	2259	1931	2016	1755	1735	1604	1652	1695	1194	3662399	3091155	2414710	1811310	1330237	812663	568206	368421	239579	156288	
NIC392	UNKNOWN		UNKNOWN	60391937	60113423	13177830	4.16669	58371593	1839991	91818	15108	6537	4146	2972	2390	2267	2079	2227	2079	2171	2252	2605	2815	2139	5088359	4156797	3189454	2335210	1661775	1012998	679483	423214	256074	147586	
NIC400	UNKNOWN		UNKNOWN	26693268	26608867	4764926	6.97669	25769339	829818	40409	7445	3784	2797	2220	2143	1988	2234	2757	1956	1707	1656	1706	1876	1354	2435081	2014687	1573926	1165603	820530	523890	335674	206082	123595	67266	
NIC402	UNKNOWN		UNKNOWN	35787364	21904970	2716624	0.994896	34803047	922541	37639	7054	2949	1532	981	847	849	886	1033	691	586	471	520	556	464	2372303	2199103	1946341	1764168	1765162	1593434	1750621	1805114	1735557	1546546	
NIC419	UNKNOWN		UNKNOWN	50504882	50334208	6555810	8.2748	48759677	1544601	79923	14935	7988	5325	4804	4454	4700	4900	7098	5023	3592	3425	3390	3804	3359	4554565	3795186	2964276	2192486	1574820	984171	641049	395457	241964	139335	
NIC504	UNKNOWN		UNKNOWN	45597495	45286250	6382968	4.15701	44052963	1406531	74818	13499	6331	4213	2799	2534	2392	2485	3434	2398	1375	1495	1624	1590	1349	4094321	3429974	2692449	2023915	1481166	926427	609101	384672	232130	138951	
NIC505	UNKNOWN		UNKNOWN	26699973	26490936	3832956	3.29101	25876325	755740	37122	6414	2542	1431	1052	916	828	925	990	859	821	844	960	1099	1024	2240943	1915909	1499552	1133303	857252	505638	359325	228416	138700	84810	
NIC518	UNKNOWN		UNKNOWN	24250219	24103439	1788225	4.3045	23555606	637062	29792	4989	2184	1519	1328	1142	1168	1176	1304	1169	1157	1131	1184	1208	888	2069070	1789646	1413283	1078673	823572	472685	345494	217612	133323	80973	
NIC519	UNKNOWN		UNKNOWN	50178075	49882011	3560919	5.79376	48686889	1347516	63293	12219	5881	4386	3925	3401	3645	3681	4139	3322	3120	3156	3219	3477	2817	4354955	3797765	3026870	2326869	1810337	1028379	745128	474042	289806	177549	
NIC532	UNKNOWN		UNKNOWN	18676868	18623634	3151378	2.73243	18025252	599137	30461	5280	2126	1084	718	603	586	571	881	590	368	459	508	523	504	1686855	1407748	1112312	837392	601902	388915	249550	154724	91710	49915	
NIC541	UNKNOWN		UNKNOWN	101525131	81851862	9735107	8.83977	98545080	2619253	121992	21618	11412	8905	7132	7200	7801	8478	11749	8516	6983	7237	7900	8879	8454	7622438	6425961	5018529	3735267	2740726	1815070	1394165	1143229	1072789	1170639	
NIC549	UNKNOWN		UNKNOWN	53679368	49188269	6492326	4.82764	51890517	1622245	88074	16312	7519	5073	3899	3435	3348	3608	6254	3593	1633	1601	1767	2017	1526	4620848	3899695	3106963	2357487	1737660	1148259	822338	616259	514055	473739	
NIC552	UNKNOWN		UNKNOWN	33645776	33542370	4333729	5.68397	32558030	987218	49149	8672	4114	2538	1946	1903	2036	2151	2535	2020	1996	1890	2006	1994	1524	2863353	2436372	1910156	1442025	1077276	630647	446305	278822	172209	102015	
NIC555	UNKNOWN		UNKNOWN	81501956	77910247	18569473	4.73806	78699129	2570530	128881	22587	9762	5589	3980	3387	3427	4381	7800	4681	2114	2122	2247	2478	1718	6977707	5628494	4273956	3091104	2165060	1344780	875553	541127	324832	181654	
