Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
JR4305	UNKNOWN		UNKNOWN	26424930	26246103	4026713	16.1622	25442286	817018	45250	20046	14472	11292	9464	7641	6224	5056	3525	2865	2268	1950	1894	1804	1749	1851292	1520029	1196523	877773	638898	408631	265272	165985	104151	62535	
JT11398	UNKNOWN		UNKNOWN	71125269	70787989	2856018	38.707	69068410	1491908	95527	58270	44773	33798	22896	16645	11943	8871	8183	8764	11699	20272	73722	64853	84735	4258520	4962312	4073622	3194461	2496727	1376124	1198035	740354	459719	290083	
JU1088	UNKNOWN		UNKNOWN	62488611	61787473	2836463	19.6503	60668013	1281559	114030	85566	74292	58713	42575	24924	14683	8957	6293	6958	8483	15655	46394	31516	0	2987836	5409872	4646733	3755534	2931328	1105206	1612909	984298	637183	382494	
JU1172	UNKNOWN		UNKNOWN	54485017	54069484	2051739	22.1452	53034544	1096022	81155	50712	38322	28444	18725	10801	8712	7135	7480	8809	10482	18031	43427	22216	0	2445045	4344496	3617343	2847360	2172987	823641	1186068	721007	447672	270160	
JU1200	UNKNOWN		UNKNOWN	55529424	55425337	3020576	16.9769	53928748	1148332	97404	75318	66248	53248	38551	22038	11322	6563	3956	3827	5057	10760	35133	22919	0	2574367	4723770	4057924	3265127	2524997	941442	1388837	841349	546147	322823	
JU1212	UNKNOWN		UNKNOWN	49388790	49054458	1700972	12.4191	48130440	967961	71582	51813	43296	32282	22395	12665	6852	3868	2707	3578	4676	8281	17835	8559	0	2262430	4052192	3367661	2648165	1957861	732361	1061682	658647	407240	241323	
JU1213	UNKNOWN		UNKNOWN	42267480	41907061	1720918	12.6764	41128189	846903	73046	53703	46189	36105	25009	14628	7772	3666	1842	1945	2840	4378	12817	8448	0	1926590	3454341	2847641	2223871	1628509	599090	855355	502860	304274	175275	
JU1242	UNKNOWN		UNKNOWN	74190204	73643025	4642594	9.22731	72265428	1475875	117498	83720	71225	53931	36780	20924	11717	6141	4092	4439	5033	7937	16931	8533	0	3506913	6350221	5398060	4309147	3252044	1246183	1814665	1121964	722600	444484	
JU1246	UNKNOWN		UNKNOWN	66259741	65774778	2948100	10.2096	64508952	1316300	108778	80679	68702	52709	37019	20488	11375	5848	3212	3685	4181	7437	18516	11860	0	3182431	5750354	4873349	3912836	2977321	1128653	1625948	1006173	637241	376744	
JU1249	UNKNOWN		UNKNOWN	45678561	45250119	13574812	12.438	44082861	1351351	74269	34185	25514	20827	18282	15219	12477	9459	6760	4722	3275	2506	1888	1569	1330	3728377	3200978	2599466	1948823	1393010	911105	603513	377160	234395	144177	
JU1256	UNKNOWN		UNKNOWN	20892921	19547152	269786	7.87268	20174718	632925	31227	12766	9183	7139	6003	4636	3687	2761	1943	1228	907	626	513	410	338	1449902	1211071	974612	756909	589647	458625	374700	287468	208275	138628	
JU1395	UNKNOWN		UNKNOWN	24898620	24785592	914032	10.9748	24262101	506581	37205	23589	18554	13465	9057	5004	2682	1501	1240	1343	1800	2748	7246	4504	0	1041521	1881235	1557703	1219965	903063	334917	494232	307512	194207	120204	
JU1400	UNKNOWN		UNKNOWN	82196718	77038465	3828426	6.28331	80124901	1637049	122012	84165	68760	52782	35973	20655	10746	5118	2745	2446	2845	5343	13021	8157	0	3765627	6838312	5958043	4947780	3912601	1563007	2387954	1578898	1035528	624205	
JU1409	UNKNOWN		UNKNOWN	63864228	63524954	2578297	14.3814	62082357	1299984	117364	84503	73587	57509	39655	24271	12708	6399	4438	3753	4525	8702	26831	17642	0	3009753	5462597	4556768	3580526	2681711	996133	1432605	872684	537033	320713	
JU1440	UNKNOWN		UNKNOWN	61212931	60834270	2107255	7.8476	59625350	1308035	86365	52165	38929	29035	19761	12310	7096	3812	2307	1946	2001	2804	5859	5096	10060	3825161	4190721	3491281	2768198	2089467	1197647	1024188	659705	413602	271753	
JU1491	UNKNOWN		UNKNOWN	62415637	61952068	2601706	10.0172	60782687	1253051	99996	70900	59450	44838	31203	17569	9185	4470	2993	2783	3188	5817	16772	10735	0	2872427	5180408	4384612	3468493	2582511	969785	1402920	847841	522973	305644	
JU1530	UNKNOWN		UNKNOWN	37396597	37162526	1169180	17.0396	36349268	757473	66649	49146	42756	33748	23678	13606	7495	4040	2580	2620	3592	7085	19881	12980	0	1714301	3093928	2585699	2033332	1531068	567671	822997	496577	309057	184780	
JU1543	UNKNOWN		UNKNOWN	30076712	29988511	2705409	14.9619	28963864	938645	51961	22435	15240	10922	8877	8019	6570	5131	4061	3348	2863	2542	2316	2092	2057	2238536	1827239	1435928	1064120	754128	507594	330780	208711	128868	79317	
JU1568	UNKNOWN		UNKNOWN	79034337	78863711	3722707	12.6199	76894530	1594749	131738	97265	84304	65833	46205	26563	13693	7002	4113	4326	5010	9390	30006	19610	0	3757596	6815141	5700019	4482155	3344788	1247011	1794857	1096410	674846	401373	
JU1581	UNKNOWN		UNKNOWN	46323647	45948734	1892686	13.7845	45024765	944504	84899	62779	55386	43773	31059	18760	10509	5563	3151	3257	3746	6863	16092	8541	0	2119766	3859745	3254224	2593950	1952382	733363	1061947	656536	410245	247683	
JU1586	UNKNOWN		UNKNOWN	62707577	62470348	2763656	15.9462	60921016	1272734	115894	88253	78255	61836	43868	25540	13634	7643	5541	4610	5358	10107	32161	21127	0	2981283	5438966	4599540	3664291	2775553	1040789	1500459	926583	577657	350936	
JU1652	UNKNOWN		UNKNOWN	41397774	40999559	1743846	18.6843	40162915	845310	85208	67280	59154	48640	34848	21214	11976	6958	3587	3415	4231	7879	21432	13727	0	1953290	3558125	3006521	2367613	1785790	660343	952667	585097	363829	218531	
JU1666	UNKNOWN		UNKNOWN	50736567	50159155	2671839	6.04706	49414419	1127029	68647	36717	26763	19778	13410	8612	4615	2214	1105	635	608	739	1311	2348	7617	3597455	3120074	2531547	1942514	1409415	976350	637483	411478	255074	168730	
JU1792	UNKNOWN		UNKNOWN	56816420	56462081	3248157	9.34014	55291819	1269765	80737	45509	33702	25077	17913	11811	6437	3161	1650	1201	1171	1380	2129	4627	18331	4092923	3544280	2866821	2193488	1581246	1108398	703489	449821	275410	183055	
JU1793	UNKNOWN		UNKNOWN	55306554	54554588	2035949	9.28984	53847811	1224488	73538	41225	30565	22620	16404	10388	6038	2993	1640	1059	1164	1667	2475	4865	17614	3974833	3382424	2738322	2114392	1530881	1069375	672968	427754	262516	171075	
JU1808	UNKNOWN		UNKNOWN	42462555	42038767	2344045	11.2778	41337967	956100	54428	27984	19653	14701	10099	6364	3706	1947	1171	909	971	1366	2299	4791	18099	2820788	2400646	1917968	1453612	1046598	739916	464741	296232	181357	119898	
JU1896	UNKNOWN		UNKNOWN	62015033	61647796	2360719	14.7048	60421025	1235828	86795	57759	46890	35503	23897	14055	7831	4436	2932	3768	4967	10817	34916	23614	0	2829123	5035809	4245444	3379101	2574186	959154	1378001	852603	531518	314165	
JU1934	UNKNOWN		UNKNOWN	53240322	52795584	2229801	7.52799	51852043	1175851	68996	38175	28534	21008	15451	9561	5270	2626	1264	770	622	801	1363	3329	14658	3817911	3291043	2679988	2093037	1515399	1073622	673515	439991	264543	172310	
JU2001	UNKNOWN		UNKNOWN	76890474	75953576	2919025	8.37427	74880858	1623013	113592	74015	58897	44769	30751	18737	9395	4450	2355	2286	2970	4789	11582	6678	1337	4389214	5304290	4366930	3404426	2501687	1231176	1245276	769806	481342	294546	
JU2007	UNKNOWN		UNKNOWN	59592529	59179322	2674801	5.3482	58084380	1209096	93019	60962	49428	36994	24268	13809	6633	2893	1423	940	976	1554	3604	2550	0	2640558	4752175	3956095	3088062	2264736	847133	1223033	739064	459415	279888	
JU2016	UNKNOWN		UNKNOWN	47613559	43439853	2160957	14.2783	46349857	1037175	60127	31443	21885	15675	11266	7855	4610	2791	1724	1610	1842	2650	4669	10987	47393	3174600	2792219	2351746	1944085	1590478	1329514	998129	746879	520365	346315	
JU2017	UNKNOWN		UNKNOWN	46762401	42812219	1916906	5.70507	45587723	1007367	57241	30326	20800	15540	10739	6733	3641	1882	1006	647	606	834	1342	3192	12782	3160759	2771766	2311700	1897984	1538330	1233201	942331	701917	486106	321550	
JU2106	UNKNOWN		UNKNOWN	50233041	49619102	2340473	6.79533	48945341	1097629	64318	35619	25843	18969	13287	8208	4480	2298	1268	819	765	984	1487	2953	8773	3548224	3013593	2424990	1864985	1349460	932520	596780	382747	236387	158348	
JU2131	UNKNOWN		UNKNOWN	36292414	34113333	1299890	8.01899	35373051	784384	43698	23396	16167	11839	8173	5303	2791	1530	765	535	584	743	1398	3561	14496	2435566	2108575	1737694	1387321	1079178	834722	613109	443073	302797	198296	
JU2141	UNKNOWN		UNKNOWN	42265014	41910193	1692815	6.64379	41191487	919093	52623	28561	20694	15096	10719	6786	3828	1893	892	490	444	596	926	2169	8717	3023560	2589542	2076343	1589297	1155873	792444	513234	330440	202915	130950	
JU2234	UNKNOWN		UNKNOWN	51241604	50741156	1764256	17.0104	49869829	1123890	66247	35793	25722	19337	13350	9576	5545	3200	2106	1766	1978	2762	4239	9970	46294	3712347	3196076	2572009	1976706	1443158	1044973	649239	424267	262847	170467	
JU2250	UNKNOWN		UNKNOWN	39859119	36881831	1355486	3.62024	38867351	870086	46665	23492	16383	11221	7587	4774	2535	1217	631	333	371	408	630	1202	4233	2626648	2275867	1879361	1526838	1228105	955898	741541	555848	388650	255956	
JU2257	UNKNOWN		UNKNOWN	35029334	34868279	940208	6.98901	34116230	777786	45649	24812	18332	13586	10055	6275	3565	1837	926	602	522	654	942	1872	5689	2420668	2089279	1686741	1294514	939158	645787	419330	270455	165582	109004	
JU2316	UNKNOWN		UNKNOWN	62791513	53095022	3870851	5.26374	60913418	1602152	90032	45373	32480	23598	17650	13339	9784	6595	4454	3328	2670	2306	2217	2805	8456	4383672	3951583	3520298	3081821	2752386	2393198	2074160	1661858	1195080	774362	
JU2464	UNKNOWN		UNKNOWN	36346624	35997136	1311546	13.945	35330220	795113	57090	35373	28346	22659	17107	10968	6883	3686	2125	1768	1817	2079	3021	5532	22837	2863807	2536546	2085817	1642522	1227158	880412	572150	373253	234100	158957	
JU2466	UNKNOWN		UNKNOWN	57527662	56876697	3641499	9.40509	55690158	1536106	98196	49461	36030	26676	20424	14848	10123	6996	4648	3302	2790	2541	2664	3392	8465	4472722	3860321	3159093	2444012	1815322	1260852	837698	553501	355579	235240	
JU2478	UNKNOWN		UNKNOWN	60666410	56444117	2955281	15.9448	59060608	1317384	75003	38505	26657	19007	12957	10265	6322	4066	3060	2697	3375	4734	6902	14367	60501	4104188	3598544	2999085	2429874	1952210	1578132	1164522	852144	591177	394700	
JU2513	UNKNOWN		UNKNOWN	41895862	40970356	1412478	7.59349	40762839	932581	63371	36063	27219	20869	15012	9505	5728	3037	1817	1246	1099	1316	1813	2926	9421	3209784	2831973	2336783	1849709	1408088	1008413	699557	473886	311925	207508	
JU2519	UNKNOWN		UNKNOWN	56208493	47436637	3250300	7.66367	54447365	1445150	90493	48076	36445	28067	21405	16076	11501	7656	5081	4087	3310	3293	3516	5270	17344	4195321	3849831	3448148	2969703	2588925	2283071	1961375	1558980	1130183	752417	
JU2522	UNKNOWN		UNKNOWN	44431570	41369885	1542438	9.78686	43252738	958628	60843	36743	28083	21247	15515	10313	6395	3515	2213	1788	1663	2119	2962	5772	21033	3232316	2883106	2438244	1995339	1607196	1250258	947142	691938	478338	320878	
JU2526	UNKNOWN		UNKNOWN	39104636	35007568	1473642	5.74393	38096728	836692	52372	31176	23617	17911	13117	8509	5041	2683	1523	913	830	1050	1387	2783	8304	2800133	2547001	2212707	1850141	1546554	1236394	982600	752040	532447	363422	
JU2534	UNKNOWN		UNKNOWN	77211440	76765354	4591404	24.1996	75100690	1651140	100804	59711	45685	35959	26798	18279	10769	6964	5379	4812	6077	8726	15507	31262	82878	5658191	4875494	3910214	3000841	2212044	1601545	980608	616662	378314	247250	
JU2565	UNKNOWN		UNKNOWN	34874920	34700451	1438938	15.2575	33942833	766243	46429	26035	19211	14780	10640	6940	3890	2105	1334	1094	1136	1556	2659	5865	22170	2453190	2103148	1678259	1270562	909298	637313	396050	251398	153745	99532	
JU2566	UNKNOWN		UNKNOWN	49328494	49090524	2563714	10.1708	48031075	1088706	65424	35327	25887	18794	13397	8780	4679	2497	1341	1006	958	1209	1971	4671	22772	3556101	3089914	2504041	1917769	1394571	979565	628594	409850	252053	168978	
JU2570	UNKNOWN		UNKNOWN	56730338	56266497	3150054	5.78121	55280251	1240949	72972	39886	28628	20951	14843	9151	4880	2530	1213	723	614	757	1097	2406	8487	4057738	3494548	2823652	2175502	1578651	1088807	703091	452048	277299	183655	
JU2572	UNKNOWN		UNKNOWN	62398294	61870065	4434859	15.3933	60392434	1660177	98559	48753	34531	25449	19507	15083	10643	7346	5299	4311	3694	3838	4844	8653	32555	4724316	4014712	3243317	2455486	1771914	1255277	802613	514168	323429	211556	
JU2575	UNKNOWN		UNKNOWN	46969404	45305225	2124004	4.85453	45775037	1034547	57876	30489	21296	15340	10397	6476	3476	1809	950	512	483	510	832	1920	7454	3247566	2824913	2318209	1835023	1397583	1037600	732011	513387	341231	233139	
JU2576	UNKNOWN		UNKNOWN	59349049	58605574	3075239	31.546	57740653	1264213	70270	37599	26847	19491	13811	10665	6829	4391	3359	3422	4254	5957	10103	24470	102715	4170510	3541829	2811186	2135501	1549562	1153607	685790	436235	268592	170308	
JU2578	UNKNOWN		UNKNOWN	43976485	43557285	1975480	6.26007	42837371	970008	57812	32226	23443	17106	12349	7711	4338	2014	911	505	445	539	978	1886	6843	3129959	2693371	2165771	1650344	1192564	831024	537717	345056	211609	137738	
JU258	UNKNOWN		UNKNOWN	77701218	76557589	4335602	28.9108	75292258	1562441	155152	127322	111393	89226	63077	37815	24011	17870	13173	15449	19326	31332	87715	53658	0	3780974	6739574	5747689	4641438	3651939	1376859	1966058	1193530	761798	464964	
JU2581	UNKNOWN		UNKNOWN	35264092	34841838	871265	9.6181	34379682	754512	40782	22141	15839	11354	8026	5474	3010	1724	1041	735	757	1017	1788	3878	12332	2465931	2108056	1685036	1290810	945235	652977	420179	275313	171057	109364	
JU2586	UNKNOWN		UNKNOWN	45786290	45217957	1983569	19.7486	44561287	1009225	57675	29778	20878	15143	10714	7582	4859	3406	2278	2064	2268	3255	5355	11167	39356	3144141	2662601	2121292	1618878	1167354	832500	513972	326089	199387	128597	
JU2587	UNKNOWN		UNKNOWN	59071560	57502217	21613254	20.0364	57270217	1416184	87010	47541	38697	34940	27963	23169	17649	14989	11833	8879	7136	6556	6369	8783	17037	4485437	3941367	3205360	2423368	1729663	1227393	801730	522770	345843	246602	
JU2592	UNKNOWN		UNKNOWN	45392536	44933154	2097802	15.0065	44187318	997788	57900	31863	22879	17091	12570	8286	4699	2492	1566	1403	1542	2251	3825	8246	30817	3218314	2751382	2208303	1696293	1226277	874491	546966	347267	210874	139748	
JU2593	UNKNOWN		UNKNOWN	61351968	60406456	3256766	11.9664	59774106	1317158	75506	40753	30735	23257	17091	11258	6565	3625	2309	1788	2246	3456	5315	9545	27255	4276310	3693824	2997981	2340954	1736072	1231540	795672	513303	319272	212642	
JU2600	UNKNOWN		UNKNOWN	44033726	43514229	2020027	13.923	42893504	966057	51542	26982	18797	13596	9423	6166	3616	2025	1367	1217	1407	2043	3206	6720	26058	2948396	2500462	2000013	1525320	1102278	769046	484803	309936	191754	124883	
JU2610	UNKNOWN		UNKNOWN	58844070	58241071	2959714	11.1242	57352456	1252363	69430	39082	29407	22401	15902	10258	5788	3193	2009	1497	1747	2772	4370	8719	22676	4154022	3552691	2877371	2222558	1619729	1122908	707883	451597	273233	176739	
JU2619	UNKNOWN		UNKNOWN	45027331	38547150	2075693	5.01963	43676458	1175398	64080	29312	19399	13541	10074	7365	5121	3516	2362	1664	1407	1402	1501	2545	6151	2980673	2613581	2251528	1913303	1690428	1495145	1315141	1059535	766473	496172	
JU2771	UNKNOWN		UNKNOWN	31658739	31555357	4556966	10.452	30582781	918935	50733	22918	17284	13211	10456	8586	6907	5150	3327	2279	1747	1247	1027	912	975	2396078	2033724	1624112	1225775	918119	571157	389900	246769	154167	96318	
JU2800	UNKNOWN		UNKNOWN	70218156	69663477	3867158	5.07574	68473160	1514603	84812	44180	31176	22911	15647	9448	5111	2400	1203	788	662	914	1549	2772	6820	4859401	4142665	3300644	2497641	1802867	1217123	784912	501453	305901	194520	
JU2811	UNKNOWN		UNKNOWN	42877531	42385675	1832714	8.17152	41799378	943455	50424	23237	14865	10293	6937	4472	2595	1438	965	821	850	1007	1508	3210	12076	2792966	2368684	1874270	1413296	1024649	689795	448103	287269	178459	116947	
JU2825	UNKNOWN		UNKNOWN	51078346	50491957	2713174	15.474	49533316	1290533	72964	35793	25163	18452	13685	9901	6561	4557	3293	2861	2703	3096	4287	8556	29105	3705491	3122325	2504717	1903273	1374164	969489	614685	398709	251399	160844	
JU2829	UNKNOWN		UNKNOWN	50280601	49721271	2474621	4.61478	49046415	1095769	54697	26426	17383	11886	8178	4967	2591	1259	628	407	370	450	767	1638	6770	3375922	2842889	2255930	1715329	1234540	847273	546253	353104	218743	141395	
JU2838	UNKNOWN		UNKNOWN	59760213	55953347	3175783	6.21924	58216202	1348325	72549	34504	22389	15665	10573	6763	3701	1961	1065	763	788	1106	1888	4375	17596	3888640	3370899	2792944	2234975	1757949	1355816	1018091	742954	512794	342342	
JU2841	UNKNOWN		UNKNOWN	47879031	42120511	1858892	5.03016	46704856	1018015	54036	28124	18797	13383	9400	6289	3359	1635	888	653	577	779	1403	3265	13572	3159558	2801093	2392893	2013791	1700871	1418947	1152020	896024	639872	421906	
JU2853	UNKNOWN		UNKNOWN	58575376	58247928	2124483	8.44483	57032893	1286469	80199	46546	35100	26778	19659	12729	6893	3418	1681	1037	941	1209	1951	4195	13678	4212165	3635829	2925514	2228669	1610341	1125662	726653	461957	282287	185164	
JU2862	UNKNOWN		UNKNOWN	51676790	48986677	2751742	7.26444	50356272	1141679	63057	30535	21007	14835	9973	6225	3664	2071	1333	950	980	1375	2180	4464	16190	3388270	2929461	2408135	1915471	1482425	1145084	825259	589573	398235	268458	
JU2866	UNKNOWN		UNKNOWN	61309947	60716411	2836643	7.96454	59766301	1330995	74211	36687	25883	18522	13246	8474	4887	3395	1834	1398	1419	1833	2478	4772	13612	4235977	3597140	2873296	2196825	1594709	1085664	698233	444865	275236	177272	
JU2878	UNKNOWN		UNKNOWN	86254271	85388300	4956429	9.43078	84083729	1851508	104002	54761	38519	28854	20004	13081	7691	4747	2980	2262	2422	3294	5080	8941	22396	5902742	5037264	4035268	3061466	2230086	1511380	971905	616038	380522	245716	
JU2879	UNKNOWN		UNKNOWN	70595131	69741873	3753839	6.51166	68827079	1527991	85224	44367	30858	22700	15581	9897	5483	3045	1809	1242	1257	1580	2302	4070	10646	4901374	4169594	3341578	2539303	1840785	1231646	791220	509718	312692	198049	
JU2906	UNKNOWN		UNKNOWN	35133384	34874584	2040443	13.453	34161061	779494	51859	31089	24100	18776	14146	8719	5565	2701	1359	757	817	1189	2031	4812	24909	2640097	2326541	1907162	1482193	1101725	800219	507499	328963	204815	144199	
JU2907	UNKNOWN		UNKNOWN	42509912	42255450	2481001	10.4491	41375638	941304	57781	32752	23729	17844	13152	8426	4495	2604	1320	867	796	927	1650	4327	22300	3172601	2780272	2272507	1762127	1287542	922736	591592	387206	239476	164428	
JU310	UNKNOWN		UNKNOWN	61528690	61171513	2115556	6.75886	59975116	1227891	95855	64316	52168	38866	26112	14208	7728	3955	2480	2345	2547	4021	7470	3612	0	2866867	5075796	4251369	3361054	2505335	958559	1374355	845910	530037	320466	
JU311	UNKNOWN		UNKNOWN	51735697	51467240	1691203	8.07469	50423346	1037101	79141	53461	43492	32772	21787	12330	6617	3264	2270	2034	2164	3425	8100	4393	0	2323290	4112013	3391389	2641033	1941312	732173	1043298	634106	390692	233219	
JU3125	UNKNOWN		UNKNOWN	34995627	34792070	3471480	11.8793	33698059	1105700	66045	28982	19921	14117	11100	9471	7332	5777	4166	2940	2440	1941	1462	1229	1065	2608700	2160375	1730056	1294568	923599	617617	399203	249068	155229	95439	
JU3127	UNKNOWN		UNKNOWN	25271884	24967581	2425887	14.2667	24326437	788209	48289	20849	15009	10695	8938	7778	6584	4987	3520	2889	2322	1952	1549	1543	1279	1922058	1595610	1280255	964245	691422	475846	315439	202555	129083	79844	
JU3128	UNKNOWN		UNKNOWN	25657416	25413414	2638534	10.0148	24718048	799510	48766	21659	14422	10208	8036	6749	5365	4096	2909	2104	1564	1229	972	926	642	2110664	1775426	1431911	1059398	764893	518667	347994	220755	141445	90822	
JU3132	UNKNOWN		UNKNOWN	55110620	54162795	4475129	8.20751	53144919	1691104	97822	43409	30024	21300	16734	13075	10422	7723	5409	3678	2825	2031	1638	1485	1203	4385361	3694957	2993597	2300898	1727138	1191600	838812	557225	360357	230165	
JU3134	UNKNOWN		UNKNOWN	45530109	45260608	3995655	14.7625	43749713	1444219	86770	39013	27377	20388	17403	14848	12517	10137	7831	6626	5454	4841	4398	4222	3917	3641621	3072677	2528752	1957548	1451751	1000628	657351	416157	259264	156561	
JU3135	UNKNOWN		UNKNOWN	23588886	23285949	2087821	11.0092	22720974	735944	43125	18652	12391	8689	6939	6058	4778	3810	2738	2199	1729	1566	1448	1201	944	1906756	1585457	1268885	953587	690356	473534	320143	208909	136134	86645	
JU3137	UNKNOWN		UNKNOWN	32137496	31976530	3546239	22.2027	30848751	1015686	63280	29778	21828	15771	14170	13043	11238	9167	7270	6356	5438	5242	4792	4475	4050	2524352	2088493	1677854	1272720	919290	630183	406573	257458	159705	96504	
JU3140	UNKNOWN		UNKNOWN	50311392	49917843	2980565	8.60908	48606001	1481316	80472	34331	24533	18290	14230	11578	9347	6930	4483	3126	2210	1681	1389	1099	959	3706236	3143713	2538437	1941180	1453534	953073	645926	415170	262059	162546	
JU3141	UNKNOWN		UNKNOWN	45729765	44325672	2400970	10.3604	44208707	1306370	68659	30263	22271	16643	13634	11070	9007	6787	4929	3620	3035	2561	2019	1933	1684	3219722	2710715	2179720	1672818	1289194	890153	672645	472735	316549	206217	
JU3144	UNKNOWN		UNKNOWN	23946656	23722146	2308054	10.0227	23058295	759176	44675	18333	12643	8897	6936	5828	4786	3698	2718	2062	1671	1448	1206	1017	852	1893915	1585137	1288943	987241	722391	498824	330558	212684	137650	86147	
JU3166	UNKNOWN		UNKNOWN	81784178	80585515	10652064	4.79686	79915273	1579317	108477	59186	35575	20300	14442	18410	15064	4271	2896	2006	1482	1228	926	861	767	5903527	5239323	4395814	3540599	2799690	2035082	1457048	990174	670838	463129	
JU3167	UNKNOWN		UNKNOWN	53710142	52947479	5633409	4.71381	52407959	1125449	67252	34664	22114	13526	9255	9452	8123	3225	2133	1422	1018	687	526	463	450	3875206	3368057	2750539	2159649	1659260	1164597	826929	557584	371101	251043	
JU3169	UNKNOWN		UNKNOWN	65090935	64261493	7805035	4.21516	63643800	1233931	81898	44117	26581	15294	10443	11890	9683	3174	2247	1493	1086	859	654	555	516	4666854	4109107	3423529	2740898	2147552	1545277	1105612	756677	512721	349849	
JU3224	UNKNOWN		UNKNOWN	20256627	20142764	1476233	10.7758	19520516	616762	35783	15262	10709	7863	6269	5203	3994	3256	2546	1999	1656	1429	1316	1241	1200	1625269	1387177	1129584	865651	642321	428594	295570	189838	121610	78984	
JU3225	UNKNOWN		UNKNOWN	27137215	27034486	2020915	12.5131	26138611	822346	47238	21112	15463	11887	10057	8345	6763	5155	3924	3015	2682	2372	2010	1842	1783	2232636	1899385	1551000	1186013	879239	586544	398662	254998	161062	101596	
JU3226	UNKNOWN		UNKNOWN	22917003	22652521	1797975	17.0768	22030579	690683	40410	18599	13745	9893	8811	7383	6324	5232	4390	4093	3863	3616	3412	3358	3418	1868378	1612163	1321241	1020319	763687	514406	349459	225216	141576	90109	
JU3228	UNKNOWN		UNKNOWN	35633762	35450613	2940048	17.2646	34261281	1076034	61746	27232	20079	15430	13574	11305	9440	7890	6748	6068	5539	5484	5105	4930	4891	2901085	2455713	1992801	1521043	1128510	761223	520673	333714	209843	135890	
JU323	UNKNOWN		UNKNOWN	71030422	70553608	2853537	7.37528	69251771	1425775	105498	69237	54897	40439	27639	15407	8084	4228	2408	2411	2772	4665	9819	5372	0	3157034	5617749	4643563	3608534	2635466	985220	1411107	862017	532867	314404	
JU3280	UNKNOWN		UNKNOWN	31313960	31077277	1287426	10.4514	30292263	885986	45247	19833	14585	11503	9327	7204	5771	4296	2951	2230	1758	1382	1200	1067	947	2237142	1886271	1485415	1111434	817125	517028	361909	229858	143511	90320	
JU3282	UNKNOWN		UNKNOWN	35532213	35286744	1578112	8.18857	34406376	988906	50778	21745	15905	12440	9647	7331	5573	4006	2644	1687	1116	839	561	456	384	2541479	2130722	1673219	1235414	895986	558038	388271	248029	156691	101585	
JU3291	UNKNOWN		UNKNOWN	35932464	35624466	1705044	9.69542	34787593	999967	49246	21817	16309	12332	9778	7821	6078	4266	3196	2270	1695	1331	1121	1079	974	2552583	2138932	1682609	1252996	915765	573592	397710	253973	157053	98882	
JU3318	UNKNOWN		UNKNOWN	23573740	23395924	3121156	14.6093	22699056	732799	44006	20181	14395	10825	9211	7386	5966	4613	3637	2777	2212	1932	1508	1350	1312	1854445	1554670	1245273	918757	651071	432163	284151	177720	109708	69879	
JU346	UNKNOWN		UNKNOWN	60622530	59353733	4158708	21.553	58863963	1216774	111242	85496	74755	59857	42514	25849	15247	8675	4976	4923	7031	16193	51729	33306	0	2822332	5252053	4469852	3545744	2743632	1027878	1525120	941188	605403	372551	
JU360	UNKNOWN		UNKNOWN	69898780	69021593	7300580	20.5503	67816423	1430730	133914	103813	95234	78209	57775	37294	20018	10250	4809	4625	7198	12598	50339	35551	0	3124377	5871773	5031488	4038009	3145344	1157690	1750506	1070844	703823	430927	
JU367	UNKNOWN		UNKNOWN	69089854	68774598	3656159	8.09491	67272341	1419057	116397	77143	62129	47053	32758	18626	9584	4883	2584	2150	2532	4486	11044	7087	0	3107347	5653688	4742324	3721323	2743225	1022607	1482113	896131	553538	324431	
JU3795	UNKNOWN		UNKNOWN	54273271	54104852	4548494	11.6553	52447751	1600114	77994	32716	24903	18618	14891	12063	9487	7365	4918	3352	2627	1830	1455	1238	1170	3805188	3033058	2308731	1655787	1164513	725363	464517	284023	170949	103740	
JU393	UNKNOWN		UNKNOWN	51535098	51073335	2903262	10.5171	50128324	1038616	94547	69419	60440	47240	33192	19611	10025	5006	2713	2788	3063	4974	10018	5122	0	2344111	4314987	3638987	2899912	2126985	787358	1150239	696352	430571	259842	
JU394	UNKNOWN		UNKNOWN	58956030	58349399	4221856	20.6049	56938135	1483847	115243	76023	64700	50923	38133	25273	17428	12274	9877	10218	10574	15700	40404	23671	1416	3763065	4873957	4199568	3367198	2614131	1305219	1389360	873186	568727	350513	
JU397	UNKNOWN		UNKNOWN	73880599	73420200	3317884	9.44324	71973280	1488054	111925	78796	66351	50157	33755	18792	10145	5390	3640	3878	4432	6678	16321	9005	0	3342114	5938068	4953486	3903061	2915821	1096844	1575661	963296	594929	347301	
JU4047	UNKNOWN		UNKNOWN	45357742	45080727	9328502	9.46884	43805554	1345396	71174	31150	21974	17900	15088	11507	8615	6291	4073	2782	1692	1123	825	662	658	3422760	2917852	2312698	1687427	1199319	754941	508831	312988	196960	123543	
