Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
ECA1925	UNKNOWN		UNKNOWN	48789581	48021980	3625195	16.7622	47093239	1334465	85680	44484	33112	26586	23156	18157	15541	12991	9829	7948	6913	5665	4925	4634	4496	3706095	3269150	2666439	2048753	1627715	1003040	719539	485580	316317	214140	
ECA1937	UNKNOWN		UNKNOWN	32321860	32109417	2055551	19.1998	31179868	905022	49731	24691	19958	16543	14921	12427	10672	8945	7044	5934	5066	4893	4191	3702	3567	2568108	2190982	1772353	1351027	1021154	653930	449210	290563	187661	122447	
ECA1939	UNKNOWN		UNKNOWN	34614240	34396407	2197192	38.9507	33211022	941687	56363	29073	24670	22327	21250	19937	18668	16977	15622	14331	13829	13427	12877	12550	12235	2748506	2348094	1891138	1443482	1139828	729919	486828	310150	197414	133404	
ECA1943	UNKNOWN		UNKNOWN	41517160	41255132	2744184	30.2776	39935490	1127067	64153	33602	27970	24916	23317	20813	19290	16867	14968	13576	12408	12096	11371	10863	10925	3398939	2941260	2380928	1816030	1406202	882816	609395	394413	253206	171806	
ECA1969	UNKNOWN		UNKNOWN	46093071	45690314	10060941	10.6789	44515545	1341910	69146	32571	24059	18000	15161	11872	8791	6795	4485	3012	2299	1903	1656	1514	1755	3349306	2817952	2230543	1672109	1238746	759427	518428	324342	195404	118565	
ECA1977	UNKNOWN		UNKNOWN	30732323	30484257	7121901	12.4751	29718597	856947	41650	19007	14196	10660	8750	6804	5209	3949	2900	2288	1822	1624	1676	1689	1810	2149459	1762179	1347598	985369	719168	436005	296699	187452	114605	72078	
ECA1997	UNKNOWN		UNKNOWN	35710798	35229102	2595662	22.0081	34461180	946728	55966	28009	22439	18820	17000	14749	13122	11433	9473	8335	7538	6657	6485	6115	5908	2834843	2450623	1986961	1532306	1223398	752046	531138	350344	227932	156662	
ECA2041	UNKNOWN		UNKNOWN	40447912	40201957	2947370	16.576	39091297	1086181	63360	31474	24341	20781	17567	15101	12734	10446	7997	6215	5297	4807	4233	3678	3236	3256497	2868011	2338915	1752556	1318221	835279	586839	375875	242836	161963	
ECA2043	UNKNOWN		UNKNOWN	26850593	26607015	1774303	19.1728	25921081	729368	43029	20546	16125	13233	12581	10685	9158	7699	6102	4979	4459	3848	3250	3097	2992	2136452	1855479	1494241	1131184	870057	550574	389665	260705	170568	114598	
ECA2073	UNKNOWN		UNKNOWN	40568990	40288771	2375751	21.8319	39142115	1103492	61283	30234	24569	20107	18793	16037	13853	11941	10104	8827	7606	7190	6421	6125	5889	3147480	2697596	2166594	1653300	1279830	804188	561015	366465	237819	162447	
ECA2081	UNKNOWN		UNKNOWN	50377462	49971988	2950760	24.7381	48541752	1374942	80028	40144	32725	26817	24813	21383	19117	16609	13823	12508	11493	10784	9976	9737	9631	3945175	3387419	2719223	2076519	1626181	1016606	711728	463765	296374	197052	
ECA2091	UNKNOWN		UNKNOWN	114282559	112096490	20033471	12.5258	110461940	3194212	173136	78030	56420	43030	36101	27509	21174	16719	11739	9065	7683	6795	6626	7317	8172	7846918	6500438	5098854	3831770	2920421	1825151	1308549	870463	557543	354302	
ECA2109	UNKNOWN		UNKNOWN	25497055	25197936	4653611	13.0729	24669281	698960	34994	16090	11519	8500	7221	5290	4586	3521	2570	1970	1714	1482	1353	1543	1660	1774024	1459203	1120761	813785	594899	356303	241988	152060	93169	58974	
ECA2111	UNKNOWN		UNKNOWN	40893966	36674960	6028375	10.3168	39582415	1114414	60957	28470	21054	16094	13127	10513	7943	6177	4271	2893	2157	1648	1343	1268	1208	2633714	2222622	1750690	1340541	1077983	771625	705673	689554	686892	646234	
ECA2151	UNKNOWN		UNKNOWN	52505518	51948318	9442456	13.0255	50768767	1461488	76150	35512	25465	19702	16418	12670	9759	7554	5429	4140	3213	2954	2877	3011	3349	3670403	3030419	2343948	1722822	1279420	762869	533424	340310	212002	132544	
ECA2155	UNKNOWN		UNKNOWN	46654940	46239993	8403448	13.8186	45132544	1267544	61955	28823	21824	15806	13757	10706	8522	6827	4868	4010	3399	3139	3105	3364	3795	3279499	2701226	2086024	1536441	1132454	679796	462206	289878	179537	112008	
ECA2159	UNKNOWN		UNKNOWN	56424779	55859195	10480780	13.1183	54513788	1590183	86606	42529	30631	22240	19477	14919	11781	8767	5999	4511	3698	3169	3035	3413	3565	3987075	3328460	2596598	1933988	1445373	874009	599149	375838	237563	146930	
ECA2183	UNKNOWN		UNKNOWN	22031776	21795828	3763935	9.44832	21325615	608919	31599	14919	11095	7792	6389	4623	3700	2588	1801	1086	897	741	595	636	548	1564253	1297274	1007012	741722	551428	330535	227942	144279	88861	57289	
ECA2187	UNKNOWN		UNKNOWN	30948908	30620892	5645619	11.2969	29949403	845624	44001	21652	15449	11406	9307	7112	5720	4258	2940	2135	1675	1391	1375	1469	1581	2240842	1868453	1451757	1068813	794371	476356	323445	204301	125554	80217	
ECA2191	UNKNOWN		UNKNOWN	27654168	27210999	4650737	11.0126	26736824	779896	46085	23019	15828	12024	9745	7270	5701	4154	2820	1932	1144	690	439	432	472	1904119	1605533	1262839	933088	686608	414638	290811	183662	114523	74553	
ECA2195	UNKNOWN		UNKNOWN	33839889	33369552	6060343	8.57025	32771157	926949	49117	24368	16902	12207	9509	7217	5577	3642	2653	1551	988	644	502	415	462	2381207	1989543	1542400	1135977	841167	494671	345978	220162	136178	87575	
ECA2199	UNKNOWN		UNKNOWN	25789121	25435020	4647654	15.129	24887678	733591	40656	19340	13986	10769	8783	6938	5258	4277	3337	2670	2133	2219	2348	2475	2679	1824585	1527901	1200448	897380	681339	417190	286067	180560	113125	71123	
ECA2251	UNKNOWN		UNKNOWN	36092743	35846160	2278709	34.1787	34701193	966830	55503	28155	23855	21141	20362	18198	17102	15566	14210	13587	12892	12308	11705	11345	11213	2815971	2416151	1951691	1507128	1204091	752130	526268	341314	219348	148175	
ECA2281	UNKNOWN		UNKNOWN	70592549	69806751	12806374	13.0871	68304914	1889080	96108	46133	33638	25525	21267	16273	13593	10621	7657	6495	5679	5045	5133	5509	6103	5397909	4503355	3489152	2571239	1900825	1136140	776139	489720	302674	190553	
ECA2291	UNKNOWN		UNKNOWN	32174057	31828597	5490724	10.0574	31131423	896283	47508	21723	16154	12187	10625	7881	6276	4700	3092	2099	1497	963	820	726	701	2474423	2091764	1624011	1188348	859321	524646	363106	232590	143055	90207	
ECA2332	UNKNOWN		UNKNOWN	35310450	35088789	2439448	26.7769	34023724	961835	53779	27173	21841	18835	16760	14674	13734	11924	10518	9048	8429	8007	7397	7260	6936	2791897	2365436	1895671	1426544	1084609	685664	465467	297220	194512	130496	
ECA2334	UNKNOWN		UNKNOWN	32121529	31697438	2019389	30.4698	30868422	882414	53732	28215	22587	19850	18904	15560	14424	13338	11649	11060	10381	9891	9238	9180	9000	2529440	2209005	1795727	1383217	1104932	701694	484893	316844	207109	140141	
ECA2336	UNKNOWN		UNKNOWN	45485969	44928265	8284259	10.487	43960726	1304396	75231	35729	26039	19367	15986	11862	9091	6524	4384	2820	1891	1200	752	651	620	3130787	2645401	2066319	1525185	1143125	693739	481969	307952	192825	122358	
ECA2344	UNKNOWN		UNKNOWN	54967645	54125821	4523214	23.496	52987115	1489267	86070	43283	34660	29337	26361	23114	20472	17779	15421	13792	12588	11487	10732	10365	9888	4243155	3644264	2956282	2284794	1827116	1173275	855993	587980	401195	271931	
ECA2350	UNKNOWN		UNKNOWN	33140495	32908299	1828099	16.395	32024157	894812	50274	25484	19232	15820	13705	11284	9741	8216	6666	5418	4413	4220	3577	3093	3084	2565493	2205571	1792678	1376020	1086044	676942	472932	307207	199490	132537	
ECA2360	UNKNOWN		UNKNOWN	24428763	24245712	4497654	11.5418	23634659	680230	34679	16498	11662	8545	7662	5566	4625	3217	2194	1671	1373	952	839	847	905	1694501	1401504	1084606	796428	581303	349295	237138	150417	93131	58085	
ECA2367	UNKNOWN		UNKNOWN	28791999	28522211	2292319	7.55874	27941430	729898	42384	21082	15183	11118	8607	6232	4519	3288	2120	1367	961	616	398	397	294	1947286	1699706	1363638	1046860	821477	471610	352575	230533	143758	95641	
ECA2377	UNKNOWN		UNKNOWN	35752965	35221908	6967644	11.8482	34568078	1003787	47489	22112	16462	12814	10278	8069	6483	4904	3638	2734	2195	1943	1920	2127	2317	2510145	2075453	1625337	1210541	915023	569245	402539	262915	167222	103573	
ECA2417	UNKNOWN		UNKNOWN	61686690	60746255	11774164	14.3813	59546122	1738075	97659	47996	37458	27418	24578	19694	15862	11872	8633	6470	5453	4501	4275	4356	4868	4771515	4053943	3194952	2401510	1786551	1107565	791992	519757	336935	219085	
ECA243	UNKNOWN		UNKNOWN	78889717	77486276	4021784	19.5163	76620817	1579496	136664	107862	96053	74408	53408	30667	18129	10898	6952	9316	10323	20362	68169	46193	0	3786308	6938236	6073232	5008492	3970500	1511131	2219625	1433817	925595	552092	
ECA2437	UNKNOWN		UNKNOWN	39609324	39365248	3759192	13.4608	38288825	1119303	56025	26242	18945	14898	12402	9868	8045	6071	4411	3408	2796	2417	2156	2102	2136	2890598	2368758	1827391	1340410	969068	591979	394164	245400	151028	95601	
ECA2443	UNKNOWN		UNKNOWN	41926756	41542016	7494036	10.5762	40587609	1150841	55663	26128	19297	14463	12159	9302	7098	5407	3722	2705	2155	1683	1422	1451	1616	3010607	2492909	1925768	1419105	1042605	630738	438100	277935	172171	108161	
ECA2452	UNKNOWN		UNKNOWN	20890258	20669594	3814062	11.4073	20151821	636592	33310	14929	11325	8254	6721	5073	4169	2971	2065	1518	1076	831	616	476	551	1478557	1214611	944567	693194	499740	321190	211435	130816	81446	50018	
ECA246	UNKNOWN		UNKNOWN	54948223	54482650	2770778	11.6158	53532625	1107144	85889	54993	43342	32128	22177	12904	6903	3521	1867	1838	2582	5259	20395	14656	0	2423542	4374592	3648948	2868877	2130802	783129	1137161	696479	431117	255786	
ECA2467	UNKNOWN		UNKNOWN	36537619	36093231	6324799	15.7894	35292507	1004310	51986	24358	18759	14783	12696	10315	8495	6648	5222	4162	3634	3484	3572	3773	4358	2756661	2310543	1806939	1349537	1019410	625747	442806	288714	182100	115938	
ECA2473	UNKNOWN		UNKNOWN	81711196	81206754	14646451	13.4579	78998884	2280225	117168	52770	40455	30110	25561	20101	15687	12215	8900	6730	5612	4807	4637	4863	5200	5880419	4864426	3744916	2736171	1993522	1198752	813566	511604	313973	197849	
ECA2475	UNKNOWN		UNKNOWN	83844859	83247394	14997893	10.0796	81097326	2374337	125034	58145	43211	31038	27085	20937	15770	11651	7527	5312	3264	2255	1566	1356	1289	6062783	5036159	3901833	2872578	2115707	1290459	873561	549225	339426	208758	
ECA248	UNKNOWN		UNKNOWN	44898064	44518799	2182603	51.9846	43499561	879752	69987	48408	39878	30263	20690	12967	16200	15339	17064	22989	26675	43932	102428	51931	0	2132525	3800886	3202991	2556065	2092413	789751	1138491	680125	439119	267808	
ECA2481	UNKNOWN		UNKNOWN	58380813	57959495	3383891	14.8805	56433947	1651298	80944	37094	27673	21367	17705	14303	11875	9307	6725	5416	4277	3835	3350	3336	3361	4195967	3388355	2584000	1862709	1329087	810883	535494	331686	202588	126196	
ECA2482	UNKNOWN		UNKNOWN	27694886	24883860	3792503	13.1001	26778359	779762	43988	19838	15260	10553	8956	7183	5675	4608	2950	2162	1432	1074	771	731	756	1757267	1446951	1135378	841159	611823	398487	279628	197263	161012	168651	
ECA2489	UNKNOWN		UNKNOWN	113245664	112554842	23304769	14.0645	109374767	3214756	171656	80931	59946	44570	38961	29585	24402	18369	13196	10206	8456	7154	7106	7617	8099	8047910	6709956	5229587	3883241	2875741	1742684	1195717	753743	463187	290223	
ECA250	UNKNOWN		UNKNOWN	46406430	46019133	1756148	20.4193	45094229	939653	80801	59295	50405	39941	28697	17114	9907	6025	4948	6143	7980	14091	31172	16029	0	2118641	3817702	3219278	2564412	1956993	731469	1066672	653039	411221	244776	
ECA251	UNKNOWN		UNKNOWN	84311158	83559237	3471528	42.6005	81742374	1762637	136398	89459	71490	54890	39338	24563	21154	17805	17835	21474	25406	42892	98818	66066	78559	4771415	6227094	5155390	4050615	3143911	1566761	1619159	981339	612588	374943	
ECA2522	UNKNOWN		UNKNOWN	27504619	27367779	5095327	14.6541	26565975	773522	40501	19321	13849	10918	9094	7574	5907	4793	3395	2764	2198	1960	1962	2175	2271	2046403	1703377	1326279	979210	721133	434964	296369	184169	113272	71789	
ECA2523	UNKNOWN		UNKNOWN	25102363	24958947	4501759	12.5113	24265550	710193	35557	17010	12471	9723	8196	6068	4936	3757	2580	2015	1631	1372	1327	1150	1281	1780428	1476509	1151864	853703	630647	379812	260688	163396	100631	63304	
ECA2527	UNKNOWN		UNKNOWN	26737747	26598678	5034036	14.8662	25834065	750826	39061	18116	13475	10736	8531	6740	5388	4324	3141	2512	1980	1902	1801	1764	2074	1873048	1542579	1193119	875029	643238	386534	260494	162967	100033	62652	
ECA2529	UNKNOWN		UNKNOWN	35807154	35667098	7094859	18.146	34542325	1015085	56780	26831	19246	15579	12607	10060	8137	6842	5031	4191	3583	3380	3448	3785	4058	2480270	2058047	1599956	1175530	875290	525587	357346	222750	137526	86317	
ECA2533	UNKNOWN		UNKNOWN	44214175	43981394	8640657	15.7165	42710356	1232822	65155	30902	23032	17977	15111	12312	9533	7781	5733	4571	3816	3620	3483	3662	4041	3238706	2679530	2082658	1535466	1129772	673588	456916	285281	178137	111926	
ECA2536	UNKNOWN		UNKNOWN	41320787	41158468	9143782	16.4066	39895758	1154384	62418	28441	21062	16379	13585	10920	8714	7204	5537	4358	3818	3552	3788	4065	4482	2940236	2435153	1895580	1394871	1039705	625436	426813	263769	163225	103732	
ECA2546	UNKNOWN		UNKNOWN	33001644	32869717	6738957	11.3509	31911306	934960	48941	21847	16089	12660	10182	8442	6366	4626	3128	2201	1609	1371	1175	1064	1111	2381293	1967798	1531863	1128254	824651	501310	337330	210776	130175	83155	
ECA2549	UNKNOWN		UNKNOWN	47045045	46940802	10435283	12.3276	45469437	1340713	72899	32492	24086	18912	15737	12371	9564	7314	5255	3447	2539	2021	1649	1626	1716	3339517	2770176	2166665	1600064	1162929	702301	472622	295347	183907	115766	
ECA2551	UNKNOWN		UNKNOWN	31542499	31431225	5709250	10.5303	30517257	879008	47472	21172	15549	11648	9625	7545	5744	3905	2856	1945	1467	1115	1046	901	982	2213838	1839185	1437817	1063755	790273	474123	323031	203611	126648	81302	
ECA2554	UNKNOWN		UNKNOWN	22889026	22841202	3987092	11.4245	22136402	639826	34549	15513	11411	8858	7160	5660	4447	3476	2288	1622	1270	1011	944	862	913	1669301	1384931	1082706	802278	594594	358442	244667	153319	94818	60147	
ECA2555	UNKNOWN		UNKNOWN	23682131	23602567	4786379	11.1493	22904815	663789	35102	15664	11581	8820	7057	5444	4451	3245	2172	1526	1266	1019	830	816	918	1664268	1373943	1073316	794509	586764	354797	239491	150630	93098	58433	
ECA2559	UNKNOWN		UNKNOWN	30768232	30677522	5848758	15.0765	29719590	843698	44334	21399	15930	12923	10694	8460	7046	5691	4327	3334	2903	2869	2982	3109	3353	2393606	2016477	1587320	1182678	882223	532848	366411	228746	141855	89933	
ECA2560	UNKNOWN		UNKNOWN	29680481	29120836	5144584	11.7817	28722462	819374	40563	18528	13382	10335	8574	6669	5254	4136	2853	2046	1549	1371	1346	1329	1217	2085535	1708803	1323693	971774	706616	434334	303365	206097	151357	130622	
ECA2561	UNKNOWN		UNKNOWN	27815227	27667091	5198577	10.326	26918086	778659	39627	17910	13413	9991	8027	6566	5051	3558	2346	1582	1060	817	549	560	490	1957829	1616373	1253602	917916	660462	397992	271160	169440	105153	65664	
ECA2565	UNKNOWN		UNKNOWN	36312474	36244711	6178005	11.6045	35113527	1018179	54479	25589	18475	14152	11730	9095	7046	5333	3703	2499	1811	1465	1389	1512	1401	2605220	2161978	1693287	1247418	919126	551419	379052	237347	146716	92187	
ECA2568	UNKNOWN		UNKNOWN	21268058	21230602	3931702	11.4974	20569558	592069	30531	14140	10290	8127	6879	5390	4228	3215	2195	1696	1177	1062	961	911	940	1588024	1323331	1039521	772039	572139	344623	236130	148031	91017	57042	
ECA2581	UNKNOWN		UNKNOWN	34070775	33853401	6103672	15.5903	32904317	950570	47775	21594	16543	13067	10791	8823	7321	5667	4433	3565	3248	2863	2944	3217	3588	2442840	2030327	1595022	1185628	882056	535902	360283	223708	138138	85860	
ECA2583	UNKNOWN		UNKNOWN	51776538	51495619	4239930	12.3339	50064497	1481037	76303	32631	23438	18778	15327	11736	9303	6989	5110	3417	2570	1956	1598	1437	1457	3511225	2830661	2157741	1559500	1110729	677839	446838	276175	171995	107614	
ECA2584	UNKNOWN		UNKNOWN	32216382	32096979	6621511	12.3577	31126758	921313	51498	23365	17118	13495	11159	8528	6546	4995	3483	2314	1800	1426	1251	1159	1308	2261968	1877747	1466113	1085193	801726	483466	331159	207738	128347	81455	
ECA259	UNKNOWN		UNKNOWN	46684637	46279925	1784556	20.4546	45438356	910829	72394	52394	44274	34164	24655	14420	8050	4975	2941	2886	4131	9419	36634	24115	0	2116429	3786850	3153519	2471512	1864315	681351	978438	597970	368727	216962	
ECA2594	UNKNOWN		UNKNOWN	35888768	35786261	6999673	11.2831	34726562	1002596	52107	24099	17786	13800	10803	8467	6653	4884	3377	2260	1528	973	925	925	808	2472823	2035540	1565072	1143100	828868	492492	336471	209794	130021	81326	
ECA2595	UNKNOWN		UNKNOWN	26553933	26368735	5058158	10.1591	25672771	762151	40102	18268	13218	10204	8470	6331	5194	3777	2418	1501	1059	796	543	543	503	1895027	1576559	1237340	919033	671800	408136	279306	177342	111045	69526	
ECA2601	UNKNOWN		UNKNOWN	69194509	68677583	4161865	18.7119	66785062	1876611	109674	54460	42691	35188	30794	26939	23751	19521	16462	13240	11900	10726	10409	9359	8973	5483188	4757407	3912971	3035113	2408342	1505114	1065987	698281	457167	305907	
ECA2602	UNKNOWN		UNKNOWN	31788998	31698146	5769797	16.4929	30700864	888585	46354	21444	15967	12749	10647	8307	6798	5214	3817	3142	2754	2673	2615	2880	3318	2205372	1825449	1415857	1036498	762748	455781	310185	192245	118695	74062	
ECA2603	UNKNOWN		UNKNOWN	36286463	36131712	7709328	9.92911	35127484	1005094	50542	23591	16252	12701	10288	7913	6075	4464	2895	2080	1476	1069	991	925	837	2584074	2136871	1648490	1204979	878914	521471	356788	224287	135843	86968	
ECA2607	UNKNOWN		UNKNOWN	38694415	38570443	2813650	16.996	37331536	1095343	64199	31692	24262	19647	17242	14741	12505	10323	7841	6140	5066	4257	3828	3610	3224	3100995	2645271	2143733	1633407	1240606	796768	547899	356084	233140	157952	
ECA2609	UNKNOWN		UNKNOWN	39000927	38869749	8911923	14.7252	37684019	1098172	56236	25262	18378	14563	12127	9883	8031	6099	4559	3356	3086	2655	2586	2841	3011	2729289	2252861	1749735	1282571	943443	572224	387780	240677	149273	94187	
ECA2612	UNKNOWN		UNKNOWN	38635873	38353934	2860899	31.6963	37130375	1058074	67536	33352	27178	24189	22239	20291	18492	16744	14906	13502	12544	12019	11323	10933	10840	3017795	2617057	2141455	1653069	1330642	831751	581681	378051	247408	166293	
ECA2615	UNKNOWN		UNKNOWN	29554454	29483806	5452055	10.7702	28586764	834133	42927	19778	14689	11169	9344	7096	5553	4038	2553	1809	1306	1007	859	813	769	2113480	1751234	1355367	995173	726803	432895	294516	183859	113302	71781	
ECA2641	UNKNOWN		UNKNOWN	57418008	57223464	12272901	10.8217	55556426	1599360	85355	38896	29724	21642	18209	13718	10724	7562	5198	3338	2395	1870	1496	1496	1369	4013779	3331019	2577953	1893399	1385481	813731	562473	350260	216313	137618	
ECA2648	UNKNOWN		UNKNOWN	38288261	38153510	2490017	16.428	36971484	1061361	63483	29799	22894	18951	15938	13807	11633	9142	7344	5783	4842	4168	3784	3551	3003	3030812	2599675	2109014	1598359	1212479	763380	533569	346644	228128	153355	
ECA2656	UNKNOWN		UNKNOWN	29849502	29749599	1901829	36.3227	28657807	819375	48071	24258	19929	18488	17335	16164	14889	13565	12391	11562	11074	10690	10394	10007	9940	2355039	2014451	1627568	1240846	982314	625887	424739	270161	174916	116283	
ECA2659	UNKNOWN		UNKNOWN	39381111	39067050	2270668	16.0367	38006239	1096133	66847	32374	24802	20546	17856	15041	12838	10232	7947	6440	5241	4676	4040	3670	3543	3199963	2780322	2280902	1758860	1362728	860893	611656	399119	261378	173818	
ECA2660	UNKNOWN		UNKNOWN	30358234	30175486	5562132	11.3911	29366962	850773	43563	19790	15062	11369	9260	7346	5545	4137	2893	2015	1495	1135	1031	1045	1067	2181781	1798001	1384637	1021351	738086	439393	299253	186593	115133	72004	
ECA2672	UNKNOWN		UNKNOWN	37603311	37469991	7134667	11.2061	36373983	1052481	57054	24649	18285	14291	11653	9348	7115	5186	3602	2368	1976	1386	1172	1249	1262	2678576	2218805	1729213	1277561	934364	562983	380973	236327	149295	94282	
ECA2676	UNKNOWN		UNKNOWN	30698061	30553506	5358385	10.0956	29703652	857629	45439	20590	14884	11303	9353	6847	5406	3851	2565	1804	1441	1044	813	747	796	2129286	1762698	1378587	1018393	759365	454381	309907	194347	120209	75318	
ECA2861	UNKNOWN		UNKNOWN	35394027	35184877	5668241	11.8119	34208256	1010550	50355	23782	17028	12784	10644	8138	6479	5145	4119	3119	2321	1840	1640	1593	1640	2644932	2186054	1706210	1258524	916988	559704	374156	235942	144536	88425	
ECA2862	UNKNOWN		UNKNOWN	26654674	26504182	4476551	13.2236	25738737	768034	43543	20085	14587	10686	9549	7057	5920	4407	3305	2511	1993	1562	1470	1401	1566	1863688	1566805	1243516	935300	706790	435009	297064	187086	115373	71429	
ECA2872	UNKNOWN		UNKNOWN	33598633	33431935	6457150	16.5645	32426642	966097	54210	23706	17609	14208	11762	9155	7600	5906	4576	3944	3406	2819	2731	2826	3086	2263962	1892038	1490483	1108579	835504	510169	347634	217993	135680	85959	
ECA2882	UNKNOWN		UNKNOWN	34939021	34700916	4905627	11.8044	33777258	992972	54579	25158	18601	13837	11602	8767	6990	4881	3295	2342	1640	1204	929	985	992	2365975	1994905	1541804	1122075	826789	486452	339252	215048	131072	82986	
ECA2885	UNKNOWN		UNKNOWN	36386168	36216357	6137571	18.0291	35091359	1056394	55556	24933	18655	14856	12283	10052	8325	6720	5650	4608	3913	3704	3688	3795	4020	2560874	2126989	1649053	1229738	907450	555135	374356	233156	147595	91726	
ECA2888	UNKNOWN		UNKNOWN	19528852	19434658	2918346	14.6682	18876961	544969	27961	12118	9320	7100	6032	4587	3745	2910	2251	1845	1597	1437	1378	1478	1577	1324891	1096766	851195	630631	470907	281669	191389	119821	73532	45782	
ECA2897	UNKNOWN		UNKNOWN	32435442	32228426	5131398	11.1267	31370681	912231	48684	22574	15841	12084	10152	7984	6196	4501	3105	2144	1557	1203	999	967	1002	2252533	1886474	1474729	1087989	805503	484750	333638	211646	130706	82022	
ECA2929	UNKNOWN		UNKNOWN	36359212	35796867	3714626	8.69957	35475000	743970	40018	21144	14536	10750	8484	6255	4946	3853	3129	2660	2310	2045	2005	1913	1831	2345736	2103279	1708461	1327181	1118702	603239	481476	323079	205270	142407	
ECA2941	UNKNOWN		UNKNOWN	30289830	29880773	2565813	7.81826	29528307	647286	34135	17742	12862	8761	6961	5037	3641	2962	2242	1832	1593	1495	1502	1326	1386	2011960	1793916	1444545	1119941	925299	499710	392998	263290	167906	114570	
ECA2942	UNKNOWN		UNKNOWN	27485522	27212414	2455333	10.1171	26731744	632594	31673	17019	12162	8827	7077	5128	3947	3044	2514	2080	1875	1857	1733	1951	1894	1880894	1650764	1309688	1001981	798877	446211	336809	220305	139185	92041	
ECA2944	UNKNOWN		UNKNOWN	35319270	34912118	3779672	11.6939	34407334	754868	38475	20513	14625	10905	8913	7006	5383	4595	4011	3469	3319	3146	2980	2990	2989	2314076	2058684	1658453	1288185	1071920	579204	453601	302778	191723	129164	
ECA2945	UNKNOWN		UNKNOWN	131646584	129718338	4602186	8.68442	127832748	3157550	174021	89038	65099	48342	38901	27885	21591	16369	11916	9795	8892	8316	8419	8626	9158	9982325	9002618	7353802	5758586	4613263	2686670	1996617	1312561	835950	555617	
ECA2946	UNKNOWN		UNKNOWN	33550147	33012289	2987708	10.1888	32706805	705458	37016	19025	13649	9773	7675	5600	4807	3820	3271	2693	2504	2382	2470	2327	2274	2184888	1946958	1561026	1208434	993015	534294	417411	275283	176163	120376	
ECA2947	UNKNOWN		UNKNOWN	38271645	37797859	4034593	7.97971	37323430	797826	43351	23682	16805	12594	9408	6976	5336	4053	3056	2642	2306	1989	1980	1869	1662	2569369	2323850	1903815	1497787	1252383	680828	543941	363240	234799	158426	
ECA2948	UNKNOWN		UNKNOWN	37476920	37078545	4327688	8.89105	36526505	803484	40655	20950	15079	10902	8834	6604	5013	4000	3188	2755	2491	2387	2256	2155	2218	2489659	2217517	1791740	1397513	1165093	635184	498179	332628	212462	143202	
ECA2949	UNKNOWN		UNKNOWN	123967129	122432077	4412197	7.997	120536690	2870284	159988	83774	61747	45733	37008	27074	19954	15089	10434	8464	6855	6058	5481	5577	5521	8968752	8079476	6630896	5213124	4259071	2429918	1864710	1247786	796113	533681	
ECA2950	UNKNOWN		UNKNOWN	37256647	36753786	3960187	9.63533	36341500	767719	40560	21278	15261	11264	8852	6551	5279	4164	3423	3201	2607	2337	2221	2152	2145	2362964	2111523	1702898	1316703	1110718	601388	479123	321113	204836	139881	
ECA2951	UNKNOWN		UNKNOWN	45372419	44832671	5202663	10.2454	44129744	1041725	53810	27537	20939	14486	11647	8864	6614	5157	4160	3573	3174	3204	3074	3072	3039	3067434	2698747	2160303	1658463	1335376	740210	560932	368987	232534	155116	
ECA2952	UNKNOWN		UNKNOWN	39027512	38182052	4018238	10.9043	38045407	810124	43541	22747	15834	12174	9275	7140	6139	4861	4530	3829	3646	3420	3190	3141	3228	2534771	2284336	1853918	1452664	1235626	678707	546609	373145	241167	166301	
ECA2956	UNKNOWN		UNKNOWN	140238484	138174372	5257436	10.511	136068950	3425206	180509	91825	68406	51208	42030	30634	24421	18527	14011	12041	10803	10463	10772	11224	11899	10433647	9232674	7431002	5729747	4502064	2626638	1909716	1238825	780994	512585	
ECA2960	UNKNOWN		UNKNOWN	29785597	29263008	3202363	12.5939	29055653	599439	31615	16706	11376	9034	7557	5840	4963	4227	3598	3296	3057	2764	2519	2643	2405	1856717	1658958	1334837	1036739	880399	476856	381717	257117	165614	114326	
ECA2963	UNKNOWN		UNKNOWN	142822443	140793696	6207685	9.04291	138826344	3323780	169573	86139	63649	48158	38702	28718	22200	17530	13475	11435	10480	10010	9670	10212	10727	10621193	9522488	7759769	6073441	4910083	2822561	2116136	1391281	885984	586485	
ECA2968	UNKNOWN		UNKNOWN	105082378	104089009	3472165	11.4659	101855242	2619489	140686	73335	54555	42071	33880	26051	20225	16213	12675	10606	9706	9434	9453	9892	10228	7756598	6942567	5675537	4455922	3569200	2108283	1573789	1047990	674259	445897	
ECA2970	UNKNOWN		UNKNOWN	147459641	144864558	6155406	10.3416	143587848	3172307	175813	93731	67510	50864	40664	30448	24837	20194	17101	14725	13651	12386	11662	11270	11122	10079524	9166441	7556212	5962254	5025597	2809668	2252042	1545091	1006903	696294	
ECA2974	UNKNOWN		UNKNOWN	112547513	110867570	4238496	9.46933	109179957	2746003	150643	78444	57812	44165	35563	25829	20315	15553	11757	10096	9349	8890	9261	9623	9996	8532249	7742757	6419661	5112781	4200072	2479534	1838217	1209641	768484	510543	
